Ensembl ID	Agilent ID
ENSG00000004766	A_23_P215614
ENSG00000004766	A_24_P409219
ENSG00000004766	A_24_P77941
ENSG00000004766	A_24_P77947
ENSG00000004776	A_24_P308029
ENSG00000004777	A_14_P136670
ENSG00000004777	A_23_P404730
ENSG00000004777	A_24_P10674
ENSG00000004777	A_33_P3313411
ENSG00000004777	A_33_P3313417
ENSG00000004779	A_23_P140960
ENSG00000004799	A_23_P257087
ENSG00000004799	A_24_P243749
ENSG00000004809	A_23_P42004
ENSG00000004809	A_24_P919084
ENSG00000004838	A_23_P18266
ENSG00000004838	A_23_P29663
ENSG00000004846	A_14_P114290
ENSG00000004846	A_14_P121434
ENSG00000004846	A_23_P111662
ENSG00000004846	A_33_P3337549
ENSG00000004846	A_33_P3337554
ENSG00000004848	A_23_P306223
ENSG00000004864	A_23_P82334
ENSG00000004864	A_32_P157402
ENSG00000004866	A_14_P115382
ENSG00000004866	A_14_P126235
ENSG00000004866	A_23_P215735
ENSG00000004866	A_24_P141019
ENSG00000004897	A_23_P66777
ENSG00000004939	A_23_P77980
ENSG00000004939	A_23_P89380
ENSG00000004939	A_24_P385190
ENSG00000004939	A_33_P3400217
ENSG00000004948	A_23_P134484
ENSG00000004948	A_33_P3710082
ENSG00000004961	A_14_P129505
ENSG00000004961	A_23_P257945
ENSG00000004961	A_23_P436407
ENSG00000004975	A_23_P55342
ENSG00000005001	A_23_P400298
ENSG00000005007	A_14_P101016
ENSG00000005007	A_14_P133696
ENSG00000005007	A_24_P194154
ENSG00000005020	A_23_P157128
ENSG00000005020	A_33_P3388312
ENSG00000005022	A_14_P120807
ENSG00000005022	A_23_P137057
ENSG00000005022	A_23_P436179
ENSG00000005022	A_24_P182182
ENSG00000005022	A_24_P182183
ENSG00000005059	A_14_P124825
ENSG00000005059	A_14_P133198
ENSG00000005059	A_23_P255376
ENSG00000005073	A_23_P42706
ENSG00000005073	A_33_P3264528
ENSG00000005075	A_23_P42649
ENSG00000005075	A_24_P292020
ENSG00000005100	A_23_P130141
ENSG00000005100	A_24_P364970
ENSG00000005102	A_23_P107173
ENSG00000005108	A_24_P400324
ENSG00000005108	A_32_P11670
ENSG00000005108	A_32_P350897
ENSG00000005156	A_23_P501134
ENSG00000005156	A_24_P119519
ENSG00000005156	A_32_P204624
ENSG00000005175	A_23_P2683
ENSG00000005187	A_14_P121735
ENSG00000005187	A_14_P133205
ENSG00000005187	A_23_P317756
ENSG00000005189	A_14_P112393
ENSG00000005189	A_14_P133427
ENSG00000005189	A_23_P49459
ENSG00000005194	A_23_P88781
ENSG00000005194	A_32_P204381
ENSG00000005206	A_23_P79066
ENSG00000005206	A_32_P161447
ENSG00000005206	A_33_P3266520
ENSG00000005206	A_33_P3389678
ENSG00000005238	A_23_P43380
ENSG00000005238	A_24_P346762
ENSG00000005238	A_33_P3217704
ENSG00000005243	A_23_P101093
ENSG00000005249	A_23_P42975
ENSG00000005249	A_33_P3304983
ENSG00000005302	A_14_P136682
ENSG00000005302	A_23_P217778
ENSG00000005302	A_23_P353514
ENSG00000005302	A_33_P3330872
ENSG00000005339	A_23_P163850
ENSG00000005339	A_24_P322025
ENSG00000005339	A_24_P342279
ENSG00000005339	A_33_P3240229
ENSG00000005379	A_23_P152559
ENSG00000005379	A_24_P113131
ENSG00000005381	A_23_P141173
ENSG00000005421	A_23_P168598
ENSG00000005421	A_24_P337846
ENSG00000005421	A_33_P3340615
ENSG00000005436	A_23_P120062
ENSG00000005436	A_24_P51037
ENSG00000005436	A_33_P3355747
ENSG00000005448	A_14_P117128
ENSG00000005448	A_23_P68072
ENSG00000005469	A_14_P129308
ENSG00000005469	A_14_P133781
ENSG00000005469	A_23_P168669
ENSG00000005469	A_33_P3355208
ENSG00000005471	A_23_P123112
ENSG00000005471	A_33_P3336760
ENSG00000005483	A_24_P196704
ENSG00000005483	A_24_P411863
ENSG00000005483	A_33_P3277407
ENSG00000005483	A_33_P3324505
ENSG00000005483	A_33_P3376239
ENSG00000005486	A_14_P103585
ENSG00000005486	A_23_P8561
ENSG00000005513	A_14_P129510
ENSG00000005513	A_23_P66137
ENSG00000005513	A_24_P65292
ENSG00000005700	A_23_P358995
ENSG00000005700	A_24_P929724
ENSG00000005801	A_23_P252748
ENSG00000005810	A_23_P151459
ENSG00000005810	A_24_P323815
ENSG00000005844	A_14_P102211
ENSG00000005844	A_14_P107530
ENSG00000005844	A_14_P112216
ENSG00000005844	A_23_P206806
ENSG00000005882	A_14_P136364
ENSG00000005882	A_23_P207517
ENSG00000005884	A_14_P114385
ENSG00000005884	A_23_P55251
ENSG00000005889	A_23_P125639
ENSG00000005889	A_24_P290527
ENSG00000005889	A_24_P940524
ENSG00000005893	A_23_P217447
ENSG00000005893	A_23_P416608
ENSG00000005893	A_33_P3410409
ENSG00000005961	A_23_P77971
ENSG00000005961	A_24_P65373
ENSG00000005981	A_14_P107922
ENSG00000005981	A_14_P113231
ENSG00000005981	A_14_P137637
ENSG00000005981	A_23_P157205
ENSG00000005981	A_23_P501319
ENSG00000005981	A_32_P130999
ENSG00000005981	A_33_P3568387
ENSG00000006007	A_23_P54758
ENSG00000006015	A_14_P116527
ENSG00000006015	A_23_P67589
ENSG00000006015	A_33_P3214705
ENSG00000006016	A_23_P56197
ENSG00000006016	A_32_P176200
ENSG00000006016	A_33_P3252286
ENSG00000006025	A_24_P181583
ENSG00000006025	A_33_P3358740
ENSG00000006042	A_14_P126057
ENSG00000006042	A_23_P27035
ENSG00000006042	A_23_P27040
ENSG00000006047	A_23_P49865
ENSG00000006059	A_23_P78265
ENSG00000006059	A_33_P3296687
ENSG00000006062	A_23_P207319
ENSG00000006071	A_23_P24774
ENSG00000006116	A_14_P124312
ENSG00000006116	A_23_P66180
ENSG00000006118	A_14_P200293
ENSG00000006118	A_23_P24716
ENSG00000006125	A_23_P55149
ENSG00000006125	A_24_P253827
ENSG00000006128	A_23_P215283
ENSG00000006128	A_24_P38290
ENSG00000006194	A_14_P120704
ENSG00000006194	A_23_P140978
ENSG00000006194	A_33_P3323368
ENSG00000006210	A_23_P37727
ENSG00000006210	A_24_P381901
ENSG00000006210	A_24_P390495
ENSG00000006282	A_14_P130485
ENSG00000006282	A_14_P134723
ENSG00000006282	A_23_P118633
ENSG00000006282	A_23_P130027
ENSG00000006283	A_14_P107121
ENSG00000006283	A_14_P107575
ENSG00000006283	A_14_P115418
ENSG00000006283	A_23_P107247
ENSG00000006283	A_24_P401686
ENSG00000006283	A_33_P3261418
ENSG00000006327	A_14_P113491
ENSG00000006327	A_14_P200410
ENSG00000006327	A_23_P49338
ENSG00000006377	A_23_P353541
ENSG00000006377	A_33_P3242883
ENSG00000006432	A_32_P147678
ENSG00000006432	A_33_P3323435
ENSG00000006432	A_33_P3379571
ENSG00000006451	A_14_P116342
ENSG00000006451	A_23_P168479
ENSG00000006451	A_24_P192262
ENSG00000006453	A_23_P168470
ENSG00000006453	A_33_P3262575
ENSG00000006453	A_33_P3684897
ENSG00000006459	A_23_P359897
ENSG00000006459	A_33_P3252068
ENSG00000006468	A_23_P134366
ENSG00000006468	A_32_P78491
ENSG00000006468	A_33_P3357949
ENSG00000006468	A_33_P3357954
ENSG00000006468	A_33_P3401156
ENSG00000006530	A_14_P134568
ENSG00000006530	A_23_P309224
ENSG00000006530	A_24_P917729
ENSG00000006534	A_14_P105899
ENSG00000006534	A_24_P218688
ENSG00000006534	A_33_P3236563
ENSG00000006534	A_33_P3367447
ENSG00000006555	A_24_P11436
ENSG00000006555	A_24_P673968
ENSG00000006576	A_24_P175176
ENSG00000006576	A_24_P323944
ENSG00000006576	A_32_P409919
ENSG00000006576	A_33_P3709173
ENSG00000006606	A_23_P215484
ENSG00000006606	A_24_P12573
ENSG00000006607	A_14_P113440
ENSG00000006607	A_14_P139315
ENSG00000006607	A_23_P90855
ENSG00000006607	A_24_P59485
ENSG00000006607	A_24_P76759
ENSG00000006607	A_33_P3350728
ENSG00000006611	A_23_P116430
ENSG00000006625	A_19_P00320708
ENSG00000006625	A_19_P00321809
ENSG00000006625	A_19_P00322938
ENSG00000006625	A_23_P42695
ENSG00000006625	A_33_P3419910
ENSG00000006625	A_33_P3419912
ENSG00000006634	A_14_P138137
ENSG00000006634	A_23_P254612
ENSG00000006634	A_24_P943358
ENSG00000006634	A_33_P3413523
ENSG00000006638	A_23_P355471
ENSG00000006638	A_23_P90357
ENSG00000006652	A_14_P111895
ENSG00000006652	A_24_P137897
ENSG00000006659	A_23_P153662
ENSG00000006695	A_14_P127910
ENSG00000006695	A_14_P132322
ENSG00000006695	A_14_P135491
ENSG00000006695	A_23_P55123
ENSG00000006704	A_23_P111621
ENSG00000006704	A_23_P257694
ENSG00000006712	A_23_P142272
ENSG00000006712	A_24_P216087
ENSG00000006715	A_23_P215318
ENSG00000006715	A_23_P320684
ENSG00000006715	A_32_P25823
ENSG00000006740	A_14_P102544
ENSG00000006740	A_14_P116176
ENSG00000006740	A_14_P136167
ENSG00000006740	A_23_P26854
ENSG00000006740	A_24_P942385
ENSG00000006740	A_33_P3410385
ENSG00000006744	A_23_P38254
ENSG00000006744	A_23_P38262
ENSG00000006744	A_24_P133822
ENSG00000006744	A_33_P3373541
ENSG00000006747	A_23_P157136
ENSG00000006756	A_23_P217712
ENSG00000006756	A_23_P357760
ENSG00000006756	A_33_P3330099
ENSG00000006757	A_23_P159797
ENSG00000006757	A_24_P943815
ENSG00000006788	A_23_P89334
ENSG00000006831	A_14_P135816
ENSG00000006831	A_23_P48121
ENSG00000006831	A_24_P13376
ENSG00000006837	A_23_P110643
ENSG00000007001	A_14_P101024
ENSG00000007001	A_23_P357316
ENSG00000007038	A_23_P129602
ENSG00000007038	A_24_P339126
ENSG00000007047	A_14_P116842
ENSG00000007047	A_23_P107714
ENSG00000007047	A_24_P187817
ENSG00000007047	A_33_P3232980
ENSG00000007047	A_33_P3322415
ENSG00000007047	A_33_P3322428
ENSG00000007062	A_23_P258463
ENSG00000007062	A_33_P3389842
ENSG00000007080	A_23_P342118
ENSG00000007080	A_33_P3417141
ENSG00000007129	A_23_P78595
ENSG00000007168	A_23_P118888
ENSG00000007168	A_24_P113086
ENSG00000007168	A_24_P356406
ENSG00000007171	A_23_P502464
ENSG00000007174	A_14_P108901
ENSG00000007174	A_14_P124667
ENSG00000007174	A_14_P130280
ENSG00000007174	A_23_P164068
ENSG00000007202	A_23_P207614
ENSG00000007216	A_23_P107307
ENSG00000007237	A_24_P395610
ENSG00000007237	A_24_P82466
ENSG00000007255	A_24_P390928
ENSG00000007264	A_23_P50678
ENSG00000007306	A_23_P130573
ENSG00000007306	A_24_P228302
ENSG00000007306	A_33_P3254844
ENSG00000007312	A_23_P207201
ENSG00000007314	A_24_P270999
ENSG00000007341	A_23_P1117
ENSG00000007341	A_23_P310582
ENSG00000007341	A_24_P852888
ENSG00000007341	A_33_P3223239
ENSG00000007341	A_33_P3223243
ENSG00000007350	A_14_P126266
ENSG00000007350	A_23_P259901
ENSG00000007372	A_23_P1823
ENSG00000007372	A_33_P3234303
ENSG00000007372	A_33_P3306267
ENSG00000007372	A_33_P3330149
ENSG00000007372	A_33_P3665346
ENSG00000007376	A_23_P49269
ENSG00000007376	A_33_P3382513
ENSG00000007384	A_23_P163682
ENSG00000007392	A_23_P106737
ENSG00000007392	A_33_P3299170
ENSG00000007402	A_23_P346900
ENSG00000007516	A_14_P137061
ENSG00000007516	A_23_P163492
ENSG00000007520	A_23_P88753
ENSG00000007541	A_14_P113360
ENSG00000007541	A_23_P502609
ENSG00000007541	A_24_P316257
ENSG00000007541	A_24_P359205
ENSG00000007541	A_33_P3215178
ENSG00000007541	A_33_P3360412
ENSG00000007545	A_23_P407992
ENSG00000007545	A_32_P151437
ENSG00000007866	A_23_P82000
ENSG00000007866	A_23_P82002
ENSG00000007908	A_23_P97112
ENSG00000007908	A_33_P3421053
ENSG00000007923	A_24_P413735
ENSG00000007923	A_33_P3241108
ENSG00000007933	A_23_P155596
ENSG00000007933	A_23_P155601
ENSG00000007944	A_14_P108430
ENSG00000007944	A_14_P116038
ENSG00000007944	A_14_P202465
ENSG00000007944	A_23_P31041
ENSG00000007944	A_24_P917123
ENSG00000007944	A_33_P3255914
ENSG00000007952	A_23_P217280
ENSG00000007952	A_23_P304921
ENSG00000007952	A_23_P316410
ENSG00000007952	A_33_P3286552
ENSG00000007968	A_23_P125990
ENSG00000007968	A_23_P408955
ENSG00000008018	A_23_P156531
ENSG00000008018	A_24_P233570
ENSG00000008056	A_23_P33847
ENSG00000008056	A_23_P500824
ENSG00000008083	A_14_P120892
ENSG00000008083	A_14_P125853
ENSG00000008083	A_14_P126106
ENSG00000008083	A_23_P214876
ENSG00000008086	A_14_P104234
ENSG00000008086	A_24_P282343
ENSG00000008118	A_14_P109728
ENSG00000008118	A_23_P364428
ENSG00000008118	A_23_P97402
ENSG00000008128	A_23_P217804
ENSG00000008128	A_23_P501460
ENSG00000008128	A_24_P312915
ENSG00000008128	A_24_P355772
ENSG00000008128	A_24_P96709
ENSG00000008128	A_33_P3227264
ENSG00000008128	A_33_P3288180
ENSG00000008128	A_33_P3313596
ENSG00000008130	A_24_P389994
ENSG00000008130	A_33_P3275330
ENSG00000008196	A_24_P20954
ENSG00000008196	A_33_P3317163
ENSG00000008197	A_14_P125250
ENSG00000008197	A_23_P386973
ENSG00000008226	A_23_P18282
ENSG00000008256	A_23_P111593
ENSG00000008256	A_33_P3271051
ENSG00000008277	A_14_P100758
ENSG00000008277	A_14_P123676
ENSG00000008277	A_23_P215625
ENSG00000008277	A_24_P243741
ENSG00000008277	A_24_P355006
ENSG00000008277	A_24_P929899
ENSG00000008277	A_32_P180395
ENSG00000008282	A_23_P93881
ENSG00000008282	A_24_P141005
ENSG00000008283	A_23_P218331
ENSG00000008283	A_24_P39843
ENSG00000008283	A_24_P87579
ENSG00000008294	A_23_P207476
ENSG00000008294	A_23_P356041
ENSG00000008294	A_24_P365025
ENSG00000008294	A_24_P8454
ENSG00000008294	A_24_P942469
ENSG00000008300	A_23_P92093
ENSG00000008311	A_23_P8754
ENSG00000008323	A_14_P127160
ENSG00000008323	A_24_P301063
ENSG00000008324	A_23_P166698
ENSG00000008382	A_23_P130886
ENSG00000008382	A_24_P44931
ENSG00000008394	A_23_P36658
ENSG00000008405	A_23_P36665
ENSG00000008405	A_24_P407235
ENSG00000008438	A_23_P208747
ENSG00000008441	A_14_P124503
ENSG00000008441	A_14_P126879
ENSG00000008441	A_14_P131307
ENSG00000008441	A_14_P134135
ENSG00000008441	A_23_P165295
ENSG00000008441	A_24_P858698
ENSG00000008441	A_33_P3884230
ENSG00000008513	A_23_P31893
ENSG00000008513	A_23_P31896
ENSG00000008513	A_24_P46927
ENSG00000008516	A_23_P206656
ENSG00000008516	A_23_P376557
ENSG00000008516	A_33_P3262124
ENSG00000008517	A_14_P108391
ENSG00000008517	A_23_P15146
ENSG00000008517	A_33_P3346826
ENSG00000008710	A_23_P77502
ENSG00000008710	A_24_P238046
ENSG00000008710	A_24_P477127
ENSG00000008710	A_24_P482206
ENSG00000008710	A_33_P3812815
ENSG00000008735	A_14_P110438
ENSG00000008735	A_23_P502078
ENSG00000008735	A_33_P3821494
ENSG00000008838	A_23_P124760
ENSG00000008838	A_33_P3755633
ENSG00000008853	A_14_P118703
ENSG00000008853	A_14_P129251
ENSG00000008853	A_23_P20427
ENSG00000008869	A_32_P389118
ENSG00000008952	A_14_P126656
ENSG00000008952	A_23_P144224
ENSG00000008952	A_23_P357856
ENSG00000008952	A_23_P357860
ENSG00000008952	A_24_P251704
ENSG00000008952	A_24_P285880
ENSG00000008988	A_23_P168898
ENSG00000008988	A_32_P110243
ENSG00000009307	A_23_P74595
ENSG00000009307	A_24_P51485
ENSG00000009335	A_14_P126501
ENSG00000009335	A_23_P59481
ENSG00000009335	A_24_P212443
ENSG00000009335	A_24_P265135
ENSG00000009413	A_23_P214139
ENSG00000009413	A_33_P3385148
ENSG00000009694	A_23_P257263
ENSG00000009694	A_33_P3283863
ENSG00000009709	A_14_P101490
ENSG00000009709	A_23_P126225
ENSG00000009709	A_23_P500985
ENSG00000009709	A_33_P3291579
ENSG00000009724	A_23_P301971
ENSG00000009724	A_23_P85672
ENSG00000009724	A_33_P3247571
ENSG00000009724	A_33_P3307990
ENSG00000009765	A_32_P110472
ENSG00000009765	A_33_P3239614
ENSG00000009780	A_14_P107298
ENSG00000009780	A_23_P321473
ENSG00000009780	A_32_P112894
ENSG00000009780	A_32_P196854
ENSG00000009790	A_14_P118353
ENSG00000009790	A_14_P130537
ENSG00000009790	A_23_P323761
ENSG00000009790	A_23_P334414
ENSG00000009790	A_33_P3268403
ENSG00000009790	A_33_P3281403
ENSG00000009790	A_33_P3421351
ENSG00000009830	A_24_P111134
ENSG00000009844	A_14_P117879
ENSG00000009844	A_14_P138682
ENSG00000009844	A_23_P42368
ENSG00000009844	A_24_P294982
ENSG00000009844	A_32_P190316
ENSG00000009950	A_23_P145786
ENSG00000009950	A_24_P200831
ENSG00000009950	A_24_P209389
ENSG00000009954	A_23_P215449
ENSG00000009954	A_33_P3321577
ENSG00000010017	A_23_P424513
ENSG00000010017	A_23_P59268
ENSG00000010017	A_24_P226355
ENSG00000010030	A_23_P42353
ENSG00000010072	A_23_P433791
ENSG00000010072	A_24_P15292
ENSG00000010165	A_14_P101241
ENSG00000010165	A_23_P201672
ENSG00000010165	A_23_P201676
ENSG00000010165	A_33_P3371708
ENSG00000010219	A_14_P104938
ENSG00000010219	A_23_P87902
ENSG00000010244	A_14_P134358
ENSG00000010244	A_19_P00317978
ENSG00000010244	A_19_P00321509
ENSG00000010244	A_23_P118690
ENSG00000010244	A_24_P116766
ENSG00000010244	A_33_P3230350
ENSG00000010256	A_23_P132675
ENSG00000010270	A_14_P110361
ENSG00000010270	A_23_P70938
ENSG00000010270	A_33_P3275948
ENSG00000010278	A_14_P120677
ENSG00000010278	A_14_P129314
ENSG00000010278	A_23_P76364
ENSG00000010282	A_23_P255298
ENSG00000010292	A_14_P122236
ENSG00000010292	A_23_P25293
ENSG00000010292	A_33_P3303385
ENSG00000010295	A_23_P87742
ENSG00000010295	A_33_P3319860
ENSG00000010310	A_23_P119395
ENSG00000010310	A_24_P373768
ENSG00000010318	A_14_P100132
ENSG00000010318	A_23_P80684
ENSG00000010319	A_23_P6818
ENSG00000010322	A_14_P139555
ENSG00000010322	A_23_P41021
ENSG00000010322	A_24_P405621
ENSG00000010322	A_24_P925709
ENSG00000010327	A_23_P32500
ENSG00000010327	A_24_P119456
ENSG00000010361	A_23_P373568
ENSG00000010361	A_24_P121891
ENSG00000010379	A_23_P64980
ENSG00000010379	A_24_P923483
ENSG00000010404	A_23_P217475
ENSG00000010404	A_23_P400847
ENSG00000010404	A_23_P84648
ENSG00000010404	A_24_P285032
ENSG00000010404	A_32_P38345
ENSG00000010404	A_33_P3237266
ENSG00000010404	A_33_P3341787
ENSG00000010438	A_23_P135257
ENSG00000010539	A_23_P152356
ENSG00000010610	A_14_P100337
ENSG00000010610	A_14_P109852
ENSG00000010610	A_24_P295999
ENSG00000010626	A_14_P136423
ENSG00000010626	A_23_P36689
ENSG00000010671	A_23_P137139
ENSG00000010671	A_33_P3277514
ENSG00000010704	A_14_P116363
ENSG00000010704	A_23_P145204
ENSG00000010704	A_23_P342009
ENSG00000010704	A_24_P103448
ENSG00000010704	A_24_P111996
ENSG00000010704	A_24_P289648
ENSG00000010704	A_24_P354748
ENSG00000010803	A_23_P12477
ENSG00000010810	A_23_P502142
ENSG00000010818	A_23_P214766
ENSG00000010932	A_14_P101997
ENSG00000010932	A_23_P149613
ENSG00000010932	A_24_P692566
ENSG00000011007	A_23_P74097
ENSG00000011007	A_24_P122403
ENSG00000011009	A_24_P276490
ENSG00000011009	A_33_P3258510
ENSG00000011009	A_33_P3379463
ENSG00000011021	A_14_P115457
ENSG00000011021	A_14_P139620
ENSG00000011021	A_24_P302374
ENSG00000011021	A_33_P3270228
ENSG00000011021	A_33_P3415113
ENSG00000011028	A_14_P127171
ENSG00000011028	A_23_P49627
ENSG00000011028	A_33_P3364741
ENSG00000011052	A_14_P119911
ENSG00000011052	A_23_P141405
ENSG00000011052	A_23_P398005
ENSG00000011083	A_23_P343766
ENSG00000011083	A_33_P3261298
ENSG00000011105	A_14_P108074
ENSG00000011105	A_23_P151133
ENSG00000011105	A_24_P218905
ENSG00000011105	A_33_P3304402
ENSG00000011114	A_23_P88184
ENSG00000011114	A_24_P210513
ENSG00000011114	A_24_P230808
ENSG00000011114	A_24_P721898
ENSG00000011114	A_33_P3416448
ENSG00000011132	A_23_P67555
ENSG00000011132	A_33_P3295640
ENSG00000011143	A_24_P330796
ENSG00000011143	A_33_P3404623
ENSG00000011198	A_14_P104748
ENSG00000011198	A_23_P250294
ENSG00000011201	A_23_P429950
ENSG00000011243	A_23_P153767
ENSG00000011243	A_24_P934594
ENSG00000011258	A_23_P107238
ENSG00000011258	A_32_P58937
ENSG00000011258	A_33_P3233005
ENSG00000011260	A_14_P104847
ENSG00000011260	A_14_P120919
ENSG00000011260	A_23_P130020
ENSG00000011275	A_23_P42724
ENSG00000011275	A_24_P235131
ENSG00000011275	A_33_P3341365
ENSG00000011295	A_14_P104275
ENSG00000011295	A_23_P50008
ENSG00000011295	A_24_P126393
ENSG00000011295	A_33_P3230738
ENSG00000011304	A_14_P138892
ENSG00000011304	A_24_P14367
ENSG00000011332	A_23_P119458
ENSG00000011332	A_33_P3317277
ENSG00000011347	A_23_P161935
ENSG00000011347	A_33_P3239185
ENSG00000011376	A_14_P111758
ENSG00000011376	A_14_P119231
ENSG00000011376	A_23_P212397
ENSG00000011405	A_23_P36166
ENSG00000011405	A_33_P3231878
ENSG00000011422	A_23_P16469
ENSG00000011426	A_14_P114663
ENSG00000011426	A_23_P356684
ENSG00000011451	A_23_P405531
ENSG00000011454	A_14_P110666
ENSG00000011454	A_14_P125065
ENSG00000011454	A_23_P135219
ENSG00000011454	A_23_P350895
ENSG00000011454	A_24_P252575
ENSG00000011454	A_33_P3411985
ENSG00000011454	A_33_P3411991
ENSG00000011465	A_23_P64873
ENSG00000011465	A_33_P3382856
ENSG00000011478	A_14_P110210
ENSG00000011478	A_23_P130787
ENSG00000011485	A_14_P136374
ENSG00000011485	A_23_P153583
ENSG00000011523	A_14_P111288
ENSG00000011523	A_23_P210323
ENSG00000011523	A_24_P944049
ENSG00000011523	A_24_P94419
