Ensembl ID	RFAM_trans_name ID
ENSG00000201314	Y_RNA.1-441
ENSG00000201316	SNORA7.1-202
ENSG00000201329	U3.1-212
ENSG00000201339	Y_RNA.1-442
ENSG00000201340	Y_RNA.1-443
ENSG00000201343	Y_RNA.1-444
ENSG00000201346	U3.1-213
ENSG00000201351	Y_RNA.1-445
ENSG00000201354	Y_RNA.1-446
ENSG00000201363	Y_RNA.1-447
ENSG00000201365	Y_RNA.1-448
ENSG00000201368	U3.1-214
ENSG00000201370	Y_RNA.1-449
ENSG00000201371	Y_RNA.1-450
ENSG00000201376	SNORA70.1-202
ENSG00000201384	SNORA32.1-201
ENSG00000201388	SNORA68.1-201
ENSG00000201393	SNORA71.1-201
ENSG00000201398	U8.1-205
ENSG00000201405	Y_RNA.1-451
ENSG00000201407	SNORA68.1-202
ENSG00000201410	snoZ40.1-201
ENSG00000201412	Y_RNA.1-452
ENSG00000201421	Y_RNA.1-453
ENSG00000201426	Y_RNA.1-454
ENSG00000201432	Y_RNA.1-455
ENSG00000201442	Y_RNA.1-456
ENSG00000201448	SNORA63.1-208
ENSG00000201451	Y_RNA.1-457
ENSG00000201464	Y_RNA.1-458
ENSG00000201465	SNORA51.1-202
ENSG00000201466	Y_RNA.1-459
ENSG00000201467	SNORA16.1-201
ENSG00000201483	Y_RNA.1-460
ENSG00000201489	Y_RNA.1-461
ENSG00000201498	Y_RNA.1-462
ENSG00000201500	SNORD113.1-203
ENSG00000201501	Y_RNA.1-463
ENSG00000201502	SNORD74.1-206
ENSG00000201511	Y_RNA.1-464
ENSG00000201516	SNORA51.1-203
ENSG00000201529	Y_RNA.1-465
ENSG00000201535	Y_RNA.1-466
ENSG00000201541	SNORA1.1-202
ENSG00000201542	SNORA62.1-202
ENSG00000201547	Y_RNA.1-467
ENSG00000201548	Y_RNA.1-468
ENSG00000201549	Y_RNA.1-469
ENSG00000201554	Y_RNA.1-470
ENSG00000201555	Y_RNA.1-471
ENSG00000201563	Y_RNA.1-472
ENSG00000201565	Y_RNA.1-473
ENSG00000201566	Y_RNA.1-474
ENSG00000201573	Y_RNA.1-475
ENSG00000201584	Y_RNA.1-476
ENSG00000201592	snoU2_19.1-203
ENSG00000201596	Y_RNA.1-477
ENSG00000201602	Y_RNA.1-478
ENSG00000201619	SNORA67.1-201
ENSG00000201624	Y_RNA.1-479
ENSG00000201627	Y_RNA.1-480
ENSG00000201633	Y_RNA.1-481
ENSG00000201635	Y_RNA.1-482
ENSG00000201644	Y_RNA.1-483
ENSG00000201660	SNORA20.1-201
ENSG00000201663	Y_RNA.1-484
ENSG00000201666	SNORD74.1-207
ENSG00000201668	Y_RNA.1-485
ENSG00000201674	U3.1-215
ENSG00000201676	Y_RNA.1-486
ENSG00000201680	Y_RNA.1-487
ENSG00000201683	Y_RNA.1-488
ENSG00000201701	SNORA25.1-208
ENSG00000201710	SNORD113.1-204
ENSG00000201723	Y_RNA.1-489
ENSG00000201724	Y_RNA.1-490
ENSG00000201733	SNORA43.1-201
ENSG00000201741	Y_RNA.1-491
ENSG00000201749	Y_RNA.1-492
ENSG00000201756	Y_RNA.1-493
ENSG00000201774	Y_RNA.1-494
ENSG00000201778	Y_RNA.1-495
ENSG00000201786	Y_RNA.1-496
ENSG00000201788	Y_RNA.1-497
ENSG00000201791	SNORA63.1-209
ENSG00000201800	Y_RNA.1-498
ENSG00000201807	SNORA27.1-203
ENSG00000201809	U8.1-206
ENSG00000201810	U8.1-207
ENSG00000201811	SNORA71.1-202
ENSG00000201816	SNORA73.1-202
ENSG00000201820	Y_RNA.1-499
ENSG00000201827	SNORA33.1-201
ENSG00000201830	Y_RNA.1-500
ENSG00000201843	Y_RNA.1-501
ENSG00000201847	SNORD31.1-201
ENSG00000201850	Y_RNA.1-502
ENSG00000201860	Y_RNA.1-503
ENSG00000201863	SNORA51.1-204
ENSG00000201867	Y_RNA.1-504
ENSG00000201868	Y_RNA.1-505
ENSG00000201881	Y_RNA.1-506
ENSG00000201882	snoU2-30.1-201
ENSG00000201884	Y_RNA.1-507
ENSG00000201885	Y_RNA.1-508
ENSG00000201892	Y_RNA.1-509
ENSG00000201898	SNORA72.1-202
ENSG00000201913	Y_RNA.1-510
ENSG00000201916	Y_RNA.1-511
ENSG00000201933	Y_RNA.1-512
ENSG00000201938	Y_RNA.1-513
ENSG00000201944	SNORA72.1-203
ENSG00000201945	SNORA70.1-203
ENSG00000201957	SNORA25.1-209
ENSG00000201959	Y_RNA.1-514
ENSG00000201965	Y_RNA.1-515
ENSG00000201980	SNORA62.1-203
ENSG00000201984	Y_RNA.1-516
ENSG00000201987	Y_RNA.1-517
ENSG00000201988	Y_RNA.1-518
ENSG00000201990	Y_RNA.1-519
ENSG00000202001	Y_RNA.1-520
ENSG00000202008	Y_RNA.1-521
ENSG00000202014	Y_RNA.1-522
ENSG00000202019	Y_RNA.1-523
ENSG00000202021	Y_RNA.1-524
ENSG00000202023	SNORD81.1-202
ENSG00000202027	Y_RNA.1-525
ENSG00000202035	Y_RNA.1-526
ENSG00000202041	Y_RNA.1-527
ENSG00000202046	Y_RNA.1-528
ENSG00000202059	SNORA1.1-203
ENSG00000202071	Y_RNA.1-529
ENSG00000202078	Y_RNA.1-530
ENSG00000202079	Y_RNA.1-531
ENSG00000202100	Y_RNA.1-532
ENSG00000202137	Y_RNA.1-533
ENSG00000202141	Y_RNA.1-534
ENSG00000202144	Y_RNA.1-535
ENSG00000202146	Y_RNA.1-536
ENSG00000202169	Y_RNA.1-537
ENSG00000202177	Y_RNA.1-538
ENSG00000202182	Y_RNA.1-539
ENSG00000202183	SNORA4.1-202
ENSG00000202189	SNORA30.1-202
ENSG00000202190	Y_RNA.1-540
ENSG00000202195	Y_RNA.1-541
ENSG00000202200	Y_RNA.1-542
ENSG00000202211	Y_RNA.1-543
ENSG00000202216	SNORA17.1-202
ENSG00000202222	Y_RNA.1-544
ENSG00000202224	Y_RNA.1-545
ENSG00000202231	SNORA9.1-202
ENSG00000202233	U3.1-216
ENSG00000202251	Y_RNA.1-546
ENSG00000202254	Y_RNA.1-547
ENSG00000202255	Y_RNA.1-548
ENSG00000202268	U3.1-217
ENSG00000202269	U8.1-208
ENSG00000202272	Y_RNA.1-549
ENSG00000202273	Y_RNA.1-550
ENSG00000202275	SNORD51.1-201
ENSG00000202276	Y_RNA.1-551
ENSG00000202279	Y_RNA.1-552
ENSG00000202283	SNORA33.1-202
ENSG00000202306	Y_RNA.1-553
ENSG00000202309	Y_RNA.1-554
ENSG00000202310	Y_RNA.1-555
ENSG00000202318	Y_RNA.1-556
ENSG00000202332	Y_RNA.1-557
ENSG00000202335	SNORD50.1-202
ENSG00000202343	SNORA2.1-202
ENSG00000202345	Y_RNA.1-558
ENSG00000202357	Y_RNA.1-559
ENSG00000202361	Y_RNA.1-560
ENSG00000202368	Y_RNA.1-561
ENSG00000202374	SNORA62.1-204
ENSG00000202377	SNORA25.1-210
ENSG00000202379	SNORA70.1-204
ENSG00000202382	Y_RNA.1-562
ENSG00000202385	Y_RNA.1-563
ENSG00000202388	Y_RNA.1-564
ENSG00000202389	SNORA70.1-205
ENSG00000202399	Y_RNA.1-565
ENSG00000202402	Y_RNA.1-566
ENSG00000202407	Y_RNA.1-567
ENSG00000202410	Y_RNA.1-568
ENSG00000202414	Y_RNA.1-569
ENSG00000202417	Y_RNA.1-570
ENSG00000202434	SNORA4.1-203
ENSG00000202438	Y_RNA.1-571
ENSG00000202440	SNORD42.1-202
ENSG00000202449	SNORA63.1-210
ENSG00000202459	Y_RNA.1-572
ENSG00000202461	Y_RNA.1-573
ENSG00000202469	Y_RNA.1-574
ENSG00000202470	Y_RNA.1-575
ENSG00000202476	Y_RNA.1-576
ENSG00000202479	SNORD14.1-201
ENSG00000202495	Y_RNA.1-577
ENSG00000202498	SNORD116.1-201
ENSG00000202508	Y_RNA.1-578
ENSG00000202514	Y_RNA.1-579
ENSG00000202517	SNORA64.1-203
ENSG00000202522	Y_RNA.1-580
ENSG00000202523	Y_RNA.1-581
ENSG00000202533	Y_RNA.1-582
ENSG00000202536	Y_RNA.1-583
ENSG00000202537	U8.1-209
ENSG00000202542	Y_RNA.1-584
ENSG00000203286	Metazoa_SRP.1-203
ENSG00000203411	Metazoa_SRP.1-204
ENSG00000203436	Metazoa_SRP.1-205
ENSG00000203573	Metazoa_SRP.1-206
ENSG00000206582	Y_RNA.1-585
ENSG00000206592	SNORA18.1-202
ENSG00000206603	SNORA22.1-202
ENSG00000206636	Y_RNA.1-586
ENSG00000206637	SNORA70.1-206
ENSG00000206639	Y_RNA.1-587
ENSG00000206640	Y_RNA.1-588
ENSG00000206645	Y_RNA.1-589
ENSG00000206646	Y_RNA.1-590
ENSG00000206647	SNORA2.1-203
ENSG00000206649	SNORA20.1-202
ENSG00000206651	Y_RNA.1-591
ENSG00000206659	Y_RNA.1-592
ENSG00000206660	Y_RNA.1-593
ENSG00000206661	SNORA70.1-207
ENSG00000206662	Y_RNA.1-594
ENSG00000206663	Y_RNA.1-595
ENSG00000206669	Y_RNA.1-596
ENSG00000206672	Y_RNA.1-597
ENSG00000206676	Y_RNA.1-598
ENSG00000206677	Y_RNA.1-599
ENSG00000206679	Y_RNA.1-600
ENSG00000206682	Y_RNA.1-601
ENSG00000206690	Y_RNA.1-602
ENSG00000206692	Y_RNA.1-603
ENSG00000206699	Y_RNA.1-604
ENSG00000206704	Y_RNA.1-605
ENSG00000206705	Y_RNA.1-606
ENSG00000206706	Y_RNA.1-607
ENSG00000206711	Y_RNA.1-608
ENSG00000206713	Y_RNA.1-609
ENSG00000206714	Y_RNA.1-610
ENSG00000206717	Y_RNA.1-611
ENSG00000206719	Y_RNA.1-612
ENSG00000206721	Y_RNA.1-613
ENSG00000206728	Y_RNA.1-614
ENSG00000206731	SNORA36.1-202
ENSG00000206734	Y_RNA.1-615
ENSG00000206738	Y_RNA.1-616
ENSG00000206739	Y_RNA.1-617
ENSG00000206741	Y_RNA.1-618
ENSG00000206751	Y_RNA.1-619
ENSG00000206756	Y_RNA.1-620
ENSG00000206768	Y_RNA.1-621
ENSG00000206770	Y_RNA.1-622
ENSG00000206776	SNORA32.1-202
ENSG00000206779	Y_RNA.1-623
ENSG00000206780	SNORA75.1-201
ENSG00000206781	Y_RNA.1-624
ENSG00000206784	Y_RNA.1-625
ENSG00000206785	SNORA15.1-201
ENSG00000206790	Y_RNA.1-626
ENSG00000206792	Y_RNA.1-627
ENSG00000206795	Y_RNA.1-628
ENSG00000206797	Y_RNA.1-629
ENSG00000206805	Y_RNA.1-630
ENSG00000206806	Y_RNA.1-631
ENSG00000206808	Y_RNA.1-632
ENSG00000206813	Y_RNA.1-633
ENSG00000206814	Y_RNA.1-634
ENSG00000206816	Y_RNA.1-635
ENSG00000206817	Y_RNA.1-636
ENSG00000206822	Y_RNA.1-637
ENSG00000206824	Y_RNA.1-638
ENSG00000206828	U1.1-201
ENSG00000206840	Y_RNA.1-639
ENSG00000206844	Y_RNA.1-640
ENSG00000206846	Y_RNA.1-641
ENSG00000206847	Y_RNA.1-642
ENSG00000206849	SNORA18.1-203
ENSG00000206850	Y_RNA.1-643
ENSG00000206853	SNORA51.1-205
ENSG00000206858	Y_RNA.1-644
ENSG00000206862	Y_RNA.1-645
ENSG00000206865	Y_RNA.1-646
ENSG00000206878	SNORA51.1-206
ENSG00000206886	SNORA70.1-208
ENSG00000206895	Y_RNA.1-647
ENSG00000206897	SNORA9.1-203
ENSG00000206898	SNORA51.1-207
ENSG00000206901	SNORA72.1-204
ENSG00000206903	SNORA24.1-201
ENSG00000206905	Y_RNA.1-648
ENSG00000206909	SNORA70.1-209
ENSG00000206911	Y_RNA.1-649
ENSG00000206912	Y_RNA.1-650
ENSG00000206913	SNORA7.1-203
ENSG00000206914	Y_RNA.1-651
ENSG00000206925	Y_RNA.1-652
ENSG00000206927	Y_RNA.1-653
ENSG00000206929	Y_RNA.1-654
ENSG00000206947	SNORA20.1-203
ENSG00000206950	Y_RNA.1-655
ENSG00000206951	Y_RNA.1-656
ENSG00000206957	Y_RNA.1-657
ENSG00000206958	SNORA70.1-210
ENSG00000206959	Y_RNA.1-658
ENSG00000206961	SNORA51.1-208
ENSG00000206964	Y_RNA.1-659
ENSG00000206967	Y_RNA.1-660
ENSG00000206976	SNORA7.1-204
ENSG00000206977	SNORA8.1-201
ENSG00000206978	Y_RNA.1-661
ENSG00000206982	Y_RNA.1-662
ENSG00000206987	U8.1-210
ENSG00000206990	Y_RNA.1-663
ENSG00000206995	Y_RNA.1-664
ENSG00000206998	Y_RNA.1-665
ENSG00000207002	SNORA5.1-201
ENSG00000207009	Y_RNA.1-666
ENSG00000207020	Y_RNA.1-667
ENSG00000207021	Y_RNA.1-668
ENSG00000207022	SNORA51.1-209
ENSG00000207024	Y_RNA.1-669
ENSG00000207025	Y_RNA.1-670
ENSG00000207027	SNORA67.1-202
ENSG00000207032	Y_RNA.1-671
ENSG00000207034	Y_RNA.1-672
ENSG00000207039	Y_RNA.1-673
ENSG00000207049	Y_RNA.1-674
ENSG00000207061	Y_RNA.1-675
ENSG00000207062	SNORA15.1-202
ENSG00000207069	Y_RNA.1-676
ENSG00000207073	Y_RNA.1-677
ENSG00000207075	Y_RNA.1-678
ENSG00000207080	Y_RNA.1-679
ENSG00000207084	SNORA72.1-205
ENSG00000207086	Y_RNA.1-680
ENSG00000207091	Y_RNA.1-681
ENSG00000207092	Y_RNA.1-682
ENSG00000207094	SNORA67.1-203
ENSG00000207098	SNORA70.1-211
ENSG00000207100	SNORA8.1-202
ENSG00000207101	Y_RNA.1-683
ENSG00000207105	Y_RNA.1-684
ENSG00000207108	Y_RNA.1-685
ENSG00000207109	SNORD38.1-202
ENSG00000207117	Y_RNA.1-686
ENSG00000207119	U3.1-218
ENSG00000207123	Y_RNA.1-687
ENSG00000207127	Y_RNA.1-688
ENSG00000207130	SNORA24.1-202
ENSG00000207131	Y_RNA.1-689
ENSG00000207132	Y_RNA.1-690
ENSG00000207139	Y_RNA.1-691
ENSG00000207142	Y_RNA.1-692
ENSG00000207146	Y_RNA.1-693
ENSG00000207147	SNORA51.1-210
ENSG00000207148	Y_RNA.1-694
ENSG00000207151	Y_RNA.1-695
ENSG00000207161	Y_RNA.1-696
ENSG00000207164	Y_RNA.1-697
ENSG00000207171	SNORA51.1-211
ENSG00000207173	Y_RNA.1-698
ENSG00000207176	Y_RNA.1-699
ENSG00000207177	SNORA51.1-212
ENSG00000207187	SNORA64.1-204
ENSG00000207189	Y_RNA.1-700
ENSG00000207193	Y_RNA.1-701
ENSG00000207195	Y_RNA.1-702
ENSG00000207196	Y_RNA.1-703
ENSG00000207199	SNORD38.1-203
ENSG00000207207	Y_RNA.1-704
ENSG00000207209	Y_RNA.1-705
ENSG00000207210	Y_RNA.1-706
ENSG00000207215	U3.1-219
ENSG00000207217	SNORA42.1-203
ENSG00000207218	Y_RNA.1-707
ENSG00000207223	Y_RNA.1-708
ENSG00000207229	Y_RNA.1-709
ENSG00000207231	Y_RNA.1-710
