Ensembl ID	Uniprot-SPTREMBL ID
ENSG00000003402	Q59F61
ENSG00000003436	C9J103
ENSG00000003436	C9JBB3
ENSG00000003436	C9JKV3
ENSG00000003436	C9JP39
ENSG00000003436	C9JQ14
ENSG00000003436	C9JT76
ENSG00000003436	P10646
ENSG00000003509	B4E0W7
ENSG00000003509	C9J236
ENSG00000003509	C9JEL7
ENSG00000003509	C9JP36
ENSG00000003509	C9JS27
ENSG00000003509	H7C3N5
ENSG00000003509	Q7L592
ENSG00000003756	A0A024R2U6
ENSG00000003756	C9J9P7
ENSG00000003756	C9JFQ5
ENSG00000003756	C9JR02
ENSG00000003756	E1CJT4
ENSG00000003756	F8W910
ENSG00000003756	F8WE23
ENSG00000003756	H7BYM9
ENSG00000003756	P52756
ENSG00000003987	B4E1B6
ENSG00000003987	B4E1E5
ENSG00000003987	E5RK11
ENSG00000003987	I0EZ69
ENSG00000003987	Q9Y216
ENSG00000003989	P52569
ENSG00000004059	A4D0Z3
ENSG00000004059	C9J1Z8
ENSG00000004059	P84085
ENSG00000004139	Q0D2N8
ENSG00000004139	Q6SZW1
ENSG00000004142	B4DEM9
ENSG00000004142	Q9UG21
ENSG00000004142	Q9Y2S7
ENSG00000004399	D6RH25
ENSG00000004399	H0YA64
ENSG00000004399	Q6P657
ENSG00000004399	Q9Y4D7
ENSG00000004455	F8VPP1
ENSG00000004455	F8VY04
ENSG00000004455	F8VZG5
ENSG00000004455	F8W1A4
ENSG00000004455	G3V213
ENSG00000004455	P54819
ENSG00000004468	B4DMR7
ENSG00000004468	H0Y950
ENSG00000004468	P28907
ENSG00000004468	Q4FCX6
ENSG00000004478	F5H120
ENSG00000004478	F5H1U3
ENSG00000004478	Q02790
ENSG00000004487	O60341
ENSG00000004487	R4GMP9
ENSG00000004487	R4GMQ1
ENSG00000004534	B4DNY1
ENSG00000004534	B4E0G6
ENSG00000004534	C9J250
ENSG00000004534	C9JII0
ENSG00000004534	C9JMC8
ENSG00000004534	C9JSL1
ENSG00000004534	E9PGM9
ENSG00000004534	F8WCA5
ENSG00000004534	F8WCT0
ENSG00000004534	F8WF63
ENSG00000004534	P78332
ENSG00000004660	F8W9H1
ENSG00000004660	J3KPJ3
ENSG00000004660	Q8N5S9
ENSG00000004700	A0A024RAV2
ENSG00000004700	F5GYB7
ENSG00000004700	F5H2L2
ENSG00000004700	F5H3W0
ENSG00000004700	F5H4P4
ENSG00000004700	F8WA66
ENSG00000004700	F8WD97
ENSG00000004700	P46063
ENSG00000004766	A7MD03
ENSG00000004766	C9JA29
ENSG00000004766	F2Z3F0
ENSG00000004766	F8WDT1
ENSG00000004766	Q75N11
ENSG00000004766	Q75N12
ENSG00000004766	Q96JG6
ENSG00000004776	K7EP04
ENSG00000004776	O14558
ENSG00000004776	V9HWB6
ENSG00000004777	K7EK14
ENSG00000004777	O14559
ENSG00000004779	A4UCS2
ENSG00000004779	A4UCS3
ENSG00000004779	H3BNE8
ENSG00000004779	I3L505
ENSG00000004779	O14561
ENSG00000004799	A4D1H4
ENSG00000004799	B3KU25
ENSG00000004799	B3KUX1
ENSG00000004799	Q16654
ENSG00000004809	C9JGT0
ENSG00000004809	C9JTF8
ENSG00000004809	C9JU94
ENSG00000004809	Q86VW1
ENSG00000004809	Q96ER0
ENSG00000004809	X6RE50
ENSG00000004838	C9JUQ8
ENSG00000004838	F2Z3M9
ENSG00000004838	O75800
ENSG00000004846	A0A024RA03
ENSG00000004846	H7C165
ENSG00000004846	Q2M3G0
ENSG00000004848	Q96QS3
ENSG00000004864	Q75KX8
ENSG00000004864	Q9UJS0
ENSG00000004864	R4GN64
ENSG00000004866	B7Z4L1
ENSG00000004866	B7Z4U3
ENSG00000004866	C9J2Z1
ENSG00000004866	C9JCI7
ENSG00000004866	C9JRQ0
ENSG00000004866	C9JRW1
ENSG00000004866	C9JU30
ENSG00000004866	C9JWK8
ENSG00000004866	C9JX79
ENSG00000004866	C9JZV9
ENSG00000004866	E7EMS3
ENSG00000004866	E7ENZ9
ENSG00000004866	E7EPD9
ENSG00000004866	E7EPW5
ENSG00000004866	E9PCV1
ENSG00000004866	E9PF01
ENSG00000004866	G3XAH9
ENSG00000004866	H7BXS2
ENSG00000004866	Q75MZ7
ENSG00000004866	Q9NRC0
ENSG00000004866	Q9NRC1
ENSG00000004866	X5DRA0
ENSG00000004897	E9PRZ6
ENSG00000004897	F6QPS0
ENSG00000004897	G5EA36
ENSG00000004897	I0EZ68
ENSG00000004897	I0EZ72
ENSG00000004897	I3L2Z8
ENSG00000004897	I3L3H6
ENSG00000004897	K7EMA6
ENSG00000004897	P30260
ENSG00000004939	E2J824
ENSG00000004939	E2RVJ0
ENSG00000004939	P02730
ENSG00000004939	P78488
ENSG00000004939	Q6LDU9
ENSG00000004948	A4D1G6
ENSG00000004948	D8MIV0
ENSG00000004948	P30988
ENSG00000004948	X2J7C8
ENSG00000004961	A0A024RBY9
ENSG00000004961	P53701
ENSG00000004975	B4E2D6
ENSG00000004975	I3L0M7
ENSG00000004975	I3L2N2
ENSG00000004975	I3L2W9
ENSG00000004975	O14641
ENSG00000005001	I3L116
ENSG00000005001	Q9GZN4
ENSG00000005007	A0A024R7L5
ENSG00000005007	A0A024R7L8
ENSG00000005007	B3KY55
ENSG00000005007	Q92900
ENSG00000005020	B7Z5R3
ENSG00000005020	C9JQ17
ENSG00000005020	O75563
ENSG00000005022	P05141
ENSG00000005022	Q6NVC0
ENSG00000005059	C9JTJ6
ENSG00000005059	Q9NWR8
ENSG00000005073	P31270
ENSG00000005075	P52435
ENSG00000005100	I3L0M5
ENSG00000005100	Q05BE5
ENSG00000005100	Q9H6R0
ENSG00000005102	F8VXS6
ENSG00000005102	P50221
ENSG00000005108	Q9UPZ6
ENSG00000005156	B7Z6I3
ENSG00000005156	C4B7Q3
ENSG00000005156	E5KLB5
ENSG00000005156	E5KLB6
ENSG00000005156	K7ENR9
ENSG00000005156	K7EQB6
ENSG00000005156	K7ERZ5
ENSG00000005156	P49916
ENSG00000005175	Q9H6T3
ENSG00000005187	E7ETR5
ENSG00000005187	H3BR33
ENSG00000005187	H3BT38
ENSG00000005187	H3BTG0
ENSG00000005187	H3BVD5
ENSG00000005187	Q53FZ2
ENSG00000005187	V9H1E0
ENSG00000005187	V9H1I0
ENSG00000005189	A0A024R390
ENSG00000005189	H3BM72
ENSG00000005189	H3BPB2
ENSG00000005189	H3BQ98
ENSG00000005189	H3BR13
ENSG00000005189	H3BRC7
ENSG00000005189	H3BRG1
ENSG00000005189	H3BSC5
ENSG00000005189	H3BSE4
ENSG00000005189	H3BUT7
ENSG00000005189	H3BV93
ENSG00000005189	Q96IC2
ENSG00000005194	H3BPG7
ENSG00000005194	H3BQ23
ENSG00000005194	H3BT65
ENSG00000005194	H3BTT4
ENSG00000005194	H3BTZ8
ENSG00000005194	H3BUG4
ENSG00000005194	H3BV90
ENSG00000005194	Q6FI81
ENSG00000005206	Q8TCT7
ENSG00000005238	Q7L5A3
ENSG00000005243	J3QL73
ENSG00000005243	J3QQQ5
ENSG00000005243	J3QS21
ENSG00000005243	Q9P299
ENSG00000005249	A0A024R712
ENSG00000005249	A3R6R8
ENSG00000005249	O60380
ENSG00000005249	P31323
ENSG00000005249	Q75MP1
ENSG00000005302	A6NLU8
ENSG00000005302	B4E2T7
ENSG00000005302	C9JKR8
ENSG00000005302	F8WC61
ENSG00000005302	H7BYE4
ENSG00000005302	Q8N5Y2
ENSG00000005339	B5A212
ENSG00000005339	B5A214
ENSG00000005339	B5A215
ENSG00000005339	B5A216
ENSG00000005339	B5A218
ENSG00000005339	B5A219
ENSG00000005339	B5A221
ENSG00000005339	B5A222
ENSG00000005339	B5A226
ENSG00000005339	B5A227
ENSG00000005339	B5A231
ENSG00000005339	B5A235
ENSG00000005339	B5A239
ENSG00000005339	B5A240
ENSG00000005339	B5A242
ENSG00000005339	B5A243
ENSG00000005339	B5A244
ENSG00000005339	B5A246
ENSG00000005339	B5A250
ENSG00000005339	B5A252
ENSG00000005339	B5A253
ENSG00000005339	I3L3I5
ENSG00000005339	Q75MY6
ENSG00000005339	Q92793
ENSG00000005379	O95153
ENSG00000005379	X5DQQ3
ENSG00000005381	J3QSF7
ENSG00000005381	P05164
ENSG00000005421	F8WF42
ENSG00000005421	P27169
ENSG00000005436	A4UHQ9
ENSG00000005436	A4UHR0
ENSG00000005436	B3KUM5
ENSG00000005436	C9JII4
ENSG00000005436	H7C335
ENSG00000005436	P16383
ENSG00000005436	S4R3C1
ENSG00000005448	B9A049
ENSG00000005448	C9J016
ENSG00000005448	Q9H977
ENSG00000005469	B4DT97
ENSG00000005469	C9J3D7
ENSG00000005469	Q9UKG9
ENSG00000005471	A7J1Q4
ENSG00000005471	A7J1S1
ENSG00000005471	A7J1S3
ENSG00000005471	A8HT68
ENSG00000005471	E7EQI1
ENSG00000005471	I7CAJ8
ENSG00000005471	I7CY13
ENSG00000005471	I7D7J8
ENSG00000005471	P21439
ENSG00000005471	Q75MQ5
ENSG00000005483	C9JNE1
ENSG00000005483	C9JQ68
ENSG00000005483	C9JYI9
ENSG00000005483	F8WAU9
ENSG00000005483	O95038
ENSG00000005483	Q8IZD2
ENSG00000005486	Q6NTF9
ENSG00000005486	Q9UDT1
ENSG00000005513	P57073
ENSG00000005700	D6R9F4
ENSG00000005700	E7EPI0
ENSG00000005700	E9PDR5
ENSG00000005700	H0Y9N7
ENSG00000005700	Q9P2D0
ENSG00000005801	C9JG37
ENSG00000005801	E9PIN4
ENSG00000005801	E9PIT0
ENSG00000005801	E9PIY8
ENSG00000005801	E9PLF5
ENSG00000005801	E9PLW9
ENSG00000005801	E9PMX5
ENSG00000005801	E9PNM0
ENSG00000005801	E9PPF8
ENSG00000005801	E9PSE6
ENSG00000005801	H0YDV1
ENSG00000005801	O14628
ENSG00000005810	J3KPZ3
ENSG00000005810	O75592
ENSG00000005812	C9J0Y7
ENSG00000005812	Q9UKT7
ENSG00000005844	B4DQ77
ENSG00000005844	B4E021
ENSG00000005844	H3BNL5
ENSG00000005844	H3BS37
ENSG00000005844	H3BSV1
ENSG00000005844	H3BUT3
ENSG00000005844	I3L468
ENSG00000005844	P20701
ENSG00000005882	D6R983
ENSG00000005882	D6RDN9
ENSG00000005882	D6RGV8
ENSG00000005882	D6RHG2
ENSG00000005882	D6RJH7
ENSG00000005882	Q15119
ENSG00000005884	B4E0H8
ENSG00000005884	D6R9X8
ENSG00000005884	K7EMU3
ENSG00000005884	P26006
ENSG00000005884	Q86SW1
ENSG00000005889	A0A024RC04
ENSG00000005889	C9J682
ENSG00000005889	C9JGU9
ENSG00000005889	E9PEP7
ENSG00000005889	P17010
ENSG00000005889	Q8NHZ5
ENSG00000005889	Q8WXB8
ENSG00000005889	Q9BYX9
ENSG00000005893	B4E2S7
ENSG00000005893	P13473
ENSG00000005961	F1C626
ENSG00000005961	I6XCH0
ENSG00000005961	P08514
ENSG00000005961	Q6LDK5
ENSG00000005981	Q9Y574
ENSG00000006007	A0A024QYU1
ENSG00000006007	H3BNA5
ENSG00000006007	H3BRL5
ENSG00000006007	H3BU22
ENSG00000006007	Q9NZC3
ENSG00000006015	M0R0T3
ENSG00000006015	Q96EN9
ENSG00000006016	O75462
ENSG00000006025	J3QLK7
ENSG00000006025	J3QSC2
ENSG00000006025	Q6PIV6
ENSG00000006025	Q9BZF2
ENSG00000006042	C9J3Y0
ENSG00000006042	C9J6Q8
ENSG00000006042	J3QLG7
ENSG00000006042	J3QS57
ENSG00000006042	J9JIC8
ENSG00000006042	Q9Y2Y6
ENSG00000006047	Q9Y2T7
ENSG00000006059	O76009
ENSG00000006062	Q99558
ENSG00000006071	E9PK50
ENSG00000006071	Q09428
ENSG00000006071	Q59GM5
ENSG00000006116	O60359
ENSG00000006118	F5H765
ENSG00000006118	H0YFQ1
ENSG00000006118	Q24JP5
ENSG00000006125	H0UID5
ENSG00000006125	K7EJ01
ENSG00000006125	K7EJT8
ENSG00000006125	K7EJX1
ENSG00000006125	K7EKZ5
ENSG00000006125	K7EMN7
ENSG00000006125	K7EN71
ENSG00000006125	K7ERB2
ENSG00000006125	K7ERE4
ENSG00000006125	P63010
ENSG00000006125	Q96EL6
ENSG00000006128	P20366
ENSG00000006128	Q9Y494
ENSG00000006194	B4DI05
ENSG00000006194	I3L2X3
ENSG00000006194	I3L393
ENSG00000006194	I3L538
ENSG00000006194	I3NI39
ENSG00000006194	O14978
ENSG00000006210	A0N0N7
ENSG00000006210	H3BSR6
ENSG00000006210	H3BV86
ENSG00000006210	J3QRA1
ENSG00000006210	P78423
ENSG00000006282	D6R947
ENSG00000006282	D6RC70
ENSG00000006282	D6RIU6
ENSG00000006282	Q8TB22
ENSG00000006283	H0YAN0
ENSG00000006283	I3L2W8
ENSG00000006283	O43497
ENSG00000006327	I3L0S4
ENSG00000006327	I3L1J9
ENSG00000006327	I3L3P4
ENSG00000006327	I3L539
ENSG00000006327	Q9NP84
ENSG00000006377	G3V471
ENSG00000006377	P56179
ENSG00000006432	B3KRI5
ENSG00000006432	B4DGF4
ENSG00000006432	B4DSG3
ENSG00000006432	G3V347
ENSG00000006432	G3V4P9
ENSG00000006432	J3KPI6
ENSG00000006432	P80192
ENSG00000006432	Q8NEB1
ENSG00000006451	C9JPE8
ENSG00000006451	P11233
ENSG00000006453	Q9UHR4
ENSG00000006459	Q6ZMT4
ENSG00000006468	B5MCT2
ENSG00000006468	C9J0B7
ENSG00000006468	C9J4P4
ENSG00000006468	C9J9L1
ENSG00000006468	C9JQH6
ENSG00000006468	C9JX69
ENSG00000006468	F8WEH6
ENSG00000006468	P50549
ENSG00000006530	A4D1U5
ENSG00000006530	E9PC15
ENSG00000006530	E9PG39
ENSG00000006530	F8WDD1
ENSG00000006530	Q53H12
ENSG00000006530	Q75KN0
ENSG00000006534	A0A024R5D8
ENSG00000006534	A0A024R5K0
ENSG00000006534	P43353
ENSG00000006534	Q9BUJ8
ENSG00000006534	S4R374
ENSG00000006534	S4R3R5
ENSG00000006555	H0Y486
ENSG00000006555	Q5TAA0
ENSG00000006576	B3KQZ2
ENSG00000006576	Q8N3S3
ENSG00000006606	Q9Y258
ENSG00000006607	C9JVQ5
ENSG00000006607	C9JWM9
ENSG00000006607	H7C3M7
ENSG00000006607	O94887
ENSG00000006611	E9PNW1
ENSG00000006611	Q9Y6N9
ENSG00000006625	B8ZZK2
ENSG00000006625	M0QZK8
ENSG00000006625	O75223
ENSG00000006634	B3KMY2
ENSG00000006634	B4DXK0
ENSG00000006634	B7Z8C6
ENSG00000006634	F8WF77
ENSG00000006634	Q9UBU7
ENSG00000006638	K7ER80
ENSG00000006638	P21731
ENSG00000006638	Q05C92
ENSG00000006652	A4D0U1
ENSG00000006652	B7Z4L0
ENSG00000006652	C9J311
ENSG00000006652	C9J7U6
ENSG00000006652	C9JA65
ENSG00000006652	C9JFH1
ENSG00000006652	C9JLG5
ENSG00000006652	C9JNM6
ENSG00000006652	E9PMY4
ENSG00000006652	H0YEE3
ENSG00000006652	O00458
ENSG00000006652	Q75M98
ENSG00000006652	Q75M99
ENSG00000006652	Q75MS4
ENSG00000006659	Q8TCE9
ENSG00000006695	B4DFR1
ENSG00000006695	H7C101
ENSG00000006695	J3KRW4
ENSG00000006695	J3KSJ3
ENSG00000006695	Q12887
ENSG00000006704	E9PFE2
ENSG00000006704	Q59FS0
ENSG00000006704	Q75MX6
ENSG00000006704	Q9UHL9
ENSG00000006712	A0A024R0H6
ENSG00000006712	B4DGJ5
ENSG00000006712	F8W9Q2
ENSG00000006712	M0QX35
ENSG00000006712	Q8N7H5
ENSG00000006715	C9J2U9
ENSG00000006715	C9J3F8
ENSG00000006715	C9JU58
ENSG00000006715	C9JZ11
ENSG00000006715	H7BXH3
ENSG00000006715	H7C0K2
ENSG00000006715	P49754
ENSG00000006715	Q75MS1
ENSG00000006715	Q75MS2
ENSG00000006715	Q9H348
ENSG00000006740	A6NCP5
ENSG00000006740	E7ERK8
ENSG00000006740	F5H6L3
ENSG00000006740	J3KRS3
ENSG00000006740	J3QQU7
ENSG00000006740	Q17R89
ENSG00000006740	Q8TBK1
ENSG00000006744	B4DT15
ENSG00000006744	G5E9D5
ENSG00000006744	J3QL08
ENSG00000006744	J3QLK4
ENSG00000006744	J3QRS2
ENSG00000006744	Q9BQ52
ENSG00000006744	Q9HAS7
ENSG00000006744	V9GYS7
ENSG00000006744	V9GYU5
ENSG00000006744	V9GZ72
ENSG00000006747	C9JGB6
ENSG00000006747	E5RHN8
ENSG00000006747	E5RHX6
ENSG00000006747	F8WBX5
ENSG00000006747	Q75MG0
ENSG00000006747	Q8NBV9
ENSG00000006747	Q9Y6U3
ENSG00000006756	H0YMY1
ENSG00000006756	H7C327
ENSG00000006756	P51689
ENSG00000006757	A0A024RBU8
ENSG00000006757	C9IZF6
ENSG00000006757	P41247
ENSG00000006788	Q9UKX3
ENSG00000006831	Q86V24
ENSG00000006837	B4DX41
ENSG00000006837	E5RFT9
ENSG00000006837	E5RGK4
ENSG00000006837	E5RI54
ENSG00000006837	E7ET86
ENSG00000006837	Q8IVW4
ENSG00000007001	O95045
ENSG00000007038	I3L3F7
ENSG00000007038	Q9Y6M0
ENSG00000007047	K7EK17
ENSG00000007047	K7EKG8
ENSG00000007047	Q3LID9
ENSG00000007047	Q6IPE9
ENSG00000007047	Q96GZ3
ENSG00000007047	Q96L34
ENSG00000007062	D6RBI0
ENSG00000007062	D6RIF3
ENSG00000007062	O43490
ENSG00000007080	A0A024R7M8
ENSG00000007080	M0R2F5
ENSG00000007080	Q96CT7
ENSG00000007129	Q3KPI0
ENSG00000007168	B4DF38
ENSG00000007168	B4DZN3
ENSG00000007168	I3L3N5
ENSG00000007168	I3L495
ENSG00000007168	P43034
ENSG00000007171	P35228
ENSG00000007171	Q9UM94
ENSG00000007174	E7EP17
ENSG00000007174	J3QLM9
ENSG00000007174	J3QQK8
ENSG00000007174	K7EMX3
ENSG00000007174	K7EP21
ENSG00000007174	Q92865
ENSG00000007174	Q9NYC9
ENSG00000007202	G1UI35
ENSG00000007202	J3QLM5
ENSG00000007202	K7EQ86
ENSG00000007202	K7EQR3
ENSG00000007202	Q08E86
ENSG00000007202	Q14667
ENSG00000007216	J3QLA5
ENSG00000007216	Q13183
ENSG00000007216	Q4VAR9
ENSG00000007237	B7Z1Q2
ENSG00000007237	F5H2K0
ENSG00000007237	J3KS47
ENSG00000007237	J3KTB1
ENSG00000007237	J3QLH8
ENSG00000007237	J3QR80
ENSG00000007237	J3QS26
ENSG00000007237	O60861
ENSG00000007255	B7TZ90
ENSG00000007255	O75865
ENSG00000007264	F1T0G6
ENSG00000007264	K7EKS5
ENSG00000007264	K7ENL8
ENSG00000007264	K7EPP2
ENSG00000007264	K7EQV3
ENSG00000007264	K7EQY5
ENSG00000007264	K7ERY4
ENSG00000007264	K7ES68
ENSG00000007264	P42679
ENSG00000007306	B4DKM4
ENSG00000007306	Q14002
ENSG00000007312	P40259
ENSG00000007314	J3QQZ1
ENSG00000007314	P35499
ENSG00000007314	Q9H3L9
ENSG00000007341	Q5TEH7
ENSG00000007341	Q8TDW4
ENSG00000007350	A2ID95
ENSG00000007350	A2ID96
ENSG00000007350	B7Z7I0
ENSG00000007350	F8WF97
ENSG00000007350	P51854
ENSG00000007372	B1B1I8
ENSG00000007372	B1B1I9
ENSG00000007372	B1B1J0
ENSG00000007372	D3DQZ8
ENSG00000007372	E5LBD7
ENSG00000007372	E9PKM0
ENSG00000007372	F1T0F8
ENSG00000007372	P26367
ENSG00000007372	Q66SS1
ENSG00000007372	Q6VMP0
ENSG00000007376	H3BMZ6
ENSG00000007376	H3BQN8
ENSG00000007376	H3BRG3
ENSG00000007376	H3BS55
ENSG00000007376	H3BSG4
ENSG00000007376	H3BU91
ENSG00000007376	H3BUN6
ENSG00000007376	Q9UJJ7
ENSG00000007384	A2IDA2
ENSG00000007384	B8ZZ07
ENSG00000007384	F6XBT0
ENSG00000007384	F8WBS4
ENSG00000007384	F8WCF7
ENSG00000007384	Q4TT58
ENSG00000007384	Q4TT60
ENSG00000007384	Q96CC6
ENSG00000007392	A8MYV2
ENSG00000007392	B8ZZ08
ENSG00000007392	B8ZZ09
ENSG00000007392	B8ZZ10
ENSG00000007392	B8ZZ12
ENSG00000007392	D3DU41
ENSG00000007392	F2Z322
ENSG00000007392	F8WBC1
ENSG00000007392	Q1W6G4
ENSG00000007392	Q9NQ29
ENSG00000007402	C9JE82
ENSG00000007402	C9JHE6
ENSG00000007402	C9JVC9
ENSG00000007402	Q9NY47
ENSG00000007516	O94812
ENSG00000007520	Q9UJK0
ENSG00000007541	B8ZZ29
ENSG00000007541	B8ZZ31
ENSG00000007541	B8ZZC7
ENSG00000007541	E7ERP4
