Ensembl ID	RefSeq_peptide ID
ENSG00000004455	NP_037543
ENSG00000004468	NP_001766
ENSG00000004478	NP_002005
ENSG00000004487	NP_001009999
ENSG00000004487	NP_055828
ENSG00000004487	XP_005245843
ENSG00000004487	XP_006710535
ENSG00000004487	XP_006710536
ENSG00000004487	XP_006710537
ENSG00000004534	NP_001161054
ENSG00000004534	NP_005768
ENSG00000004534	XP_005264841
ENSG00000004534	XP_005264842
ENSG00000004534	XP_005264843
ENSG00000004534	XP_005264844
ENSG00000004534	XP_005264845
ENSG00000004534	XP_006712979
ENSG00000004660	NP_115670
ENSG00000004660	NP_757343
ENSG00000004660	NP_757344
ENSG00000004660	XP_005256874
ENSG00000004660	XP_005256876
ENSG00000004660	XP_005256877
ENSG00000004660	XP_006721651
ENSG00000004700	NP_002898
ENSG00000004700	NP_116559
ENSG00000004700	XP_005253518
ENSG00000004700	XP_005253519
ENSG00000004700	XP_005253520
ENSG00000004700	XP_005253521
ENSG00000004700	XP_006719196
ENSG00000004766	NP_001244927
ENSG00000004766	NP_060137
ENSG00000004766	NP_078829
ENSG00000004776	NP_653218
ENSG00000004777	NP_001166101
ENSG00000004777	NP_443180
ENSG00000004777	XP_005258544
ENSG00000004777	XP_005258545
ENSG00000004777	XP_005258546
ENSG00000004777	XP_006723062
ENSG00000004777	XP_006723063
ENSG00000004777	XP_006723064
ENSG00000004777	XP_006723065
ENSG00000004777	XP_006723066
ENSG00000004779	NP_004994
ENSG00000004799	NP_002603
ENSG00000004809	NP_149116
ENSG00000004809	XP_005267241
ENSG00000004838	NP_056980
ENSG00000004838	XP_005265273
ENSG00000004846	NP_001157413
ENSG00000004846	NP_001157414
ENSG00000004846	NP_001157465
ENSG00000004846	NP_848654
ENSG00000004846	XP_006715785
ENSG00000004848	NP_620689
ENSG00000004864	NP_001153682
ENSG00000004864	NP_055066
ENSG00000004864	XP_006715893
ENSG00000004864	XP_006715894
ENSG00000004864	XP_006715895
ENSG00000004864	XP_006715896
ENSG00000004864	XP_006715897
ENSG00000004866	NP_060882
ENSG00000004866	NP_068708
ENSG00000004897	NP_001107563
ENSG00000004897	NP_001247
ENSG00000004897	NP_001280018
ENSG00000004897	NP_001280020
ENSG00000004897	XP_006722280
ENSG00000004897	XP_006722281
ENSG00000004897	XP_006722282
ENSG00000004897	XP_006722283
ENSG00000004897	XP_006722284
ENSG00000004939	NP_000333
ENSG00000004939	XP_005257649
ENSG00000004939	XP_005257650
ENSG00000004948	NP_001158209
ENSG00000004948	NP_001158210
ENSG00000004948	NP_001733
ENSG00000004961	NP_001116080
ENSG00000004961	NP_001165462
ENSG00000004961	NP_005324
ENSG00000004975	NP_004413
ENSG00000004975	XP_005256559
ENSG00000004975	XP_006721532
ENSG00000005001	NP_071402
ENSG00000005001	XP_005255530
ENSG00000005001	XP_006720978
ENSG00000005007	NP_001284478
ENSG00000005007	NP_002902
ENSG00000005020	NP_003921
ENSG00000005020	XP_005249958
ENSG00000005022	NP_001143
ENSG00000005059	NP_060388
ENSG00000005059	XP_006714309
ENSG00000005073	NP_005514
ENSG00000005075	NP_006225
ENSG00000005075	XP_005250509
ENSG00000005100	NP_001186628
ENSG00000005100	NP_064547
ENSG00000005102	NP_001035091
ENSG00000005102	NP_004518
ENSG00000005102	NP_054705
ENSG00000005108	NP_056019
ENSG00000005108	XP_006715722
ENSG00000005108	XP_006715723
ENSG00000005108	XP_006715724
ENSG00000005108	XP_006715725
ENSG00000005156	NP_002302
ENSG00000005156	NP_039269
ENSG00000005156	XP_005258027
ENSG00000005156	XP_005258028
ENSG00000005156	XP_006721959
ENSG00000005175	NP_001139547
ENSG00000005175	NP_001139548
ENSG00000005175	NP_078880
ENSG00000005187	NP_005613
ENSG00000005187	NP_973729
ENSG00000005187	XP_005255523
ENSG00000005189	NP_001138396
ENSG00000005189	NP_001185982
ENSG00000005189	NP_112203
ENSG00000005189	XP_005255661
ENSG00000005189	XP_005255663
ENSG00000005194	NP_064709
ENSG00000005194	XP_005256118
ENSG00000005194	XP_005256119
ENSG00000005194	XP_005256120
ENSG00000005206	NP_001070706
ENSG00000005206	NP_694533
ENSG00000005238	NP_079458
ENSG00000005238	XP_005251645
ENSG00000005238	XP_005251646
ENSG00000005238	XP_005251647
ENSG00000005238	XP_005251648
ENSG00000005238	XP_005251651
ENSG00000005238	XP_005251653
ENSG00000005238	XP_005251654
ENSG00000005238	XP_005251655
ENSG00000005238	XP_006716940
ENSG00000005243	NP_057513
ENSG00000005249	NP_002727
ENSG00000005302	NP_001180199
ENSG00000005302	NP_001269103
ENSG00000005302	NP_006791
ENSG00000005302	NP_523352
ENSG00000005302	NP_523353
ENSG00000005302	XP_005274497
ENSG00000005302	XP_006724524
ENSG00000005339	NP_001073315
ENSG00000005339	NP_004371
ENSG00000005339	XP_005255181
ENSG00000005379	NP_001248764
ENSG00000005379	NP_004749
ENSG00000005379	NP_077729
ENSG00000005379	XP_005257864
ENSG00000005379	XP_006722236
ENSG00000005379	XP_006722237
ENSG00000005379	XP_006722238
ENSG00000005379	XP_006722240
ENSG00000005379	XP_006722241
ENSG00000005381	NP_000241
ENSG00000005421	NP_000437
ENSG00000005436	NP_001188263
ENSG00000005436	NP_001188264
ENSG00000005436	NP_003194
ENSG00000005436	XP_005264577
ENSG00000005436	XP_005264578
ENSG00000005448	NP_115494
ENSG00000005448	XP_005264643
ENSG00000005448	XP_006712174
ENSG00000005448	XP_006712175
ENSG00000005469	NP_001137407
ENSG00000005469	NP_001230674
ENSG00000005469	NP_066974
ENSG00000005469	XP_006716094
ENSG00000005471	NP_000434
ENSG00000005471	NP_061337
ENSG00000005471	NP_061338
ENSG00000005483	NP_061152
ENSG00000005483	NP_891847
ENSG00000005483	XP_005250550
ENSG00000005486	NP_001035546
ENSG00000005486	NP_001035547
ENSG00000005486	XP_005250568
ENSG00000005513	NP_055402
ENSG00000005700	NP_001287835
ENSG00000005700	NP_056340
ENSG00000005700	XP_006715516
ENSG00000005700	XP_006715517
ENSG00000005801	NP_001123991
ENSG00000005801	NP_001123992
ENSG00000005801	NP_001229770
ENSG00000005801	NP_001229771
ENSG00000005801	NP_001229772
ENSG00000005801	NP_001243752
ENSG00000005801	NP_001243753
ENSG00000005801	NP_001243754
ENSG00000005801	NP_009083
ENSG00000005801	XP_006718369
ENSG00000005801	XP_006718370
ENSG00000005810	NP_055872
ENSG00000005812	NP_036290
ENSG00000005812	XP_005266393
ENSG00000005812	XP_005266394
ENSG00000005844	NP_001107852
ENSG00000005844	NP_002200
ENSG00000005844	XP_005255370
ENSG00000005844	XP_006721107
ENSG00000005882	NP_001186827
ENSG00000005882	NP_001186828
ENSG00000005882	NP_002602
ENSG00000005884	NP_002195
ENSG00000005884	NP_005492
ENSG00000005889	NP_001171555
ENSG00000005889	NP_001171556
ENSG00000005889	NP_001171557
ENSG00000005889	NP_001171566
ENSG00000005889	NP_003401
ENSG00000005889	XP_005274648
ENSG00000005889	XP_005274649
ENSG00000005889	XP_005274651
ENSG00000005889	XP_006724576
ENSG00000005889	XP_006724577
ENSG00000005893	NP_001116078
ENSG00000005893	NP_002285
ENSG00000005893	NP_054701
ENSG00000005961	NP_000410
ENSG00000005981	NP_057200
ENSG00000005981	NP_665879
ENSG00000006007	NP_057725
ENSG00000006007	XP_005255412
ENSG00000006015	NP_001093888
ENSG00000006015	NP_001093889
ENSG00000006016	NP_004741
ENSG00000006025	NP_665741
ENSG00000006025	XP_005257067
ENSG00000006042	NP_001028676
ENSG00000006042	NP_056359
ENSG00000006047	NP_057066
ENSG00000006059	NP_004129
ENSG00000006062	NP_003945
ENSG00000006071	NP_000343
ENSG00000006071	NP_001274103
ENSG00000006071	XP_006718349
ENSG00000006116	NP_006530
ENSG00000006118	NP_060340
ENSG00000006118	NP_821174
ENSG00000006125	NP_001025177
ENSG00000006125	NP_001273
ENSG00000006125	XP_005257994
ENSG00000006125	XP_005257995
ENSG00000006125	XP_005257998
ENSG00000006128	NP_003173
ENSG00000006128	NP_054702
ENSG00000006128	NP_054703
ENSG00000006128	NP_054704
ENSG00000006194	NP_005732
ENSG00000006194	XP_005255088
ENSG00000006194	XP_006720894
ENSG00000006194	XP_006720897
ENSG00000006194	XP_006720898
ENSG00000006210	NP_002987
ENSG00000006282	NP_001245301
ENSG00000006282	NP_001245302
ENSG00000006282	NP_073738
ENSG00000006283	NP_001243253
ENSG00000006283	NP_001243254
ENSG00000006283	NP_001243255
ENSG00000006283	NP_001243256
ENSG00000006283	NP_001243257
ENSG00000006283	NP_001243258
ENSG00000006283	NP_001243259
ENSG00000006283	NP_001243260
ENSG00000006283	NP_001243261
ENSG00000006283	NP_001243262
ENSG00000006283	NP_001243263
ENSG00000006283	NP_001243288
ENSG00000006283	NP_001243289
ENSG00000006283	NP_001243290
ENSG00000006283	NP_061496
ENSG00000006283	NP_938190
ENSG00000006283	NP_938191
ENSG00000006283	NP_938192
ENSG00000006283	NP_938193
ENSG00000006283	NP_938194
ENSG00000006283	NP_938196
ENSG00000006283	NP_938197
ENSG00000006283	NP_938198
ENSG00000006283	NP_938199
ENSG00000006283	NP_938200
ENSG00000006283	NP_938201
ENSG00000006283	NP_938202
ENSG00000006283	NP_938406
ENSG00000006283	XP_006722223
ENSG00000006283	XP_006722224
ENSG00000006327	NP_057723
ENSG00000006377	NP_005213
ENSG00000006432	NP_001271159
ENSG00000006432	NP_001271160
ENSG00000006432	NP_001271161
ENSG00000006432	NP_149132
ENSG00000006432	XP_005267740
ENSG00000006432	XP_006720212
ENSG00000006432	XP_006720213
ENSG00000006451	NP_005393
ENSG00000006451	XP_006715825
ENSG00000006451	XP_006715826
ENSG00000006453	NP_061330
ENSG00000006459	NP_085150
ENSG00000006468	NP_001156619
ENSG00000006468	NP_001156620
ENSG00000006468	NP_001156621
ENSG00000006468	NP_001156622
ENSG00000006468	NP_001156623
ENSG00000006468	NP_001156624
ENSG00000006468	NP_004947
ENSG00000006468	XP_005249692
ENSG00000006468	XP_005249693
ENSG00000006530	NP_060708
ENSG00000006530	XP_005250078
ENSG00000006530	XP_005250080
ENSG00000006534	NP_000685
ENSG00000006534	NP_001025181
ENSG00000006534	NP_001154945
ENSG00000006534	NP_001276987
ENSG00000006534	NP_001276988
ENSG00000006555	NP_001107580
ENSG00000006555	NP_060374
ENSG00000006576	NP_001120829
ENSG00000006576	NP_001120830
ENSG00000006576	NP_001120831
ENSG00000006576	NP_001120832
ENSG00000006576	NP_065165
ENSG00000006576	XP_005250565
ENSG00000006576	XP_005250566
ENSG00000006606	NP_006063
ENSG00000006606	XP_006715900
ENSG00000006607	NP_001269912
ENSG00000006607	NP_001269913
ENSG00000006607	NP_055623
ENSG00000006607	XP_005247106
ENSG00000006607	XP_005247107
ENSG00000006611	NP_001284693
ENSG00000006611	NP_005700
ENSG00000006611	NP_710142
ENSG00000006611	XP_006718182
ENSG00000006625	NP_001186744
ENSG00000006625	NP_001186745
ENSG00000006625	NP_001186746
ENSG00000006625	NP_076956
ENSG00000006634	NP_006707
ENSG00000006634	XP_005250177
ENSG00000006634	XP_005250178
ENSG00000006634	XP_005250179
ENSG00000006634	XP_006715906
ENSG00000006638	NP_001051
ENSG00000006638	NP_963998
ENSG00000006652	NP_001007246
ENSG00000006652	NP_001184008
ENSG00000006652	NP_001184009
ENSG00000006652	NP_001541
ENSG00000006659	NP_064514
ENSG00000006659	NP_982297
ENSG00000006695	NP_001294
ENSG00000006695	XP_005256515
ENSG00000006695	XP_005256516
ENSG00000006704	NP_001186136
ENSG00000006704	NP_005676
ENSG00000006704	NP_057412
ENSG00000006704	XP_005250777
ENSG00000006704	XP_005250778
ENSG00000006704	XP_006716245
ENSG00000006704	XP_006716246
ENSG00000006704	XP_006716247
ENSG00000006712	NP_001243755
ENSG00000006712	NP_061961
ENSG00000006715	NP_055211
ENSG00000006715	NP_542198
ENSG00000006740	NP_055674
ENSG00000006740	XP_005256945
ENSG00000006740	XP_005256946
ENSG00000006740	XP_005256947
ENSG00000006740	XP_006721678
ENSG00000006744	NP_001159434
ENSG00000006744	NP_060597
ENSG00000006744	NP_776065
ENSG00000006747	NP_001106177
ENSG00000006747	NP_149119
ENSG00000006756	NP_001660
ENSG00000006756	XP_005274572
ENSG00000006757	NP_001135861
ENSG00000006757	NP_001166143
ENSG00000006757	NP_004641
ENSG00000006788	NP_003793
ENSG00000006831	NP_078827
ENSG00000006831	XP_005253846
ENSG00000006831	XP_006719081
ENSG00000006837	NP_001107047
ENSG00000006837	NP_001287782
ENSG00000006837	NP_057592
ENSG00000006837	XP_006714705
ENSG00000006837	XP_006714706
ENSG00000006837	XP_006714707
ENSG00000006837	XP_006714708
ENSG00000006837	XP_006714709
ENSG00000007001	NP_001128570
ENSG00000007001	NP_775491
ENSG00000007001	XP_005246416
ENSG00000007038	NP_001257381
ENSG00000007038	NP_006790
ENSG00000007038	NP_659205
ENSG00000007038	NP_659206
ENSG00000007038	XP_005255108
ENSG00000007047	NP_001186796
ENSG00000007047	NP_113605
ENSG00000007047	XP_006723370
ENSG00000007062	NP_001139319
ENSG00000007062	NP_001139320
ENSG00000007062	NP_001139321
ENSG00000007062	NP_001139322
ENSG00000007062	NP_001139323
ENSG00000007062	NP_001139324
ENSG00000007062	NP_006008
ENSG00000007062	XP_005248252
ENSG00000007062	XP_005248253
ENSG00000007062	XP_006714036
ENSG00000007062	XP_006714037
ENSG00000007080	NP_001129675
ENSG00000007080	NP_612451
ENSG00000007129	NP_001091976
ENSG00000007129	NP_001275702
ENSG00000007129	NP_001277042
ENSG00000007129	NP_291021
ENSG00000007129	XP_005278453
ENSG00000007129	XP_005278454
ENSG00000007129	XP_006725457
ENSG00000007129	XP_006725458
ENSG00000007129	XP_006725459
ENSG00000007168	NP_000421
ENSG00000007171	NP_000616
ENSG00000007174	NP_001363
ENSG00000007174	NP_004653
ENSG00000007174	XP_006721528
ENSG00000007174	XP_006721529
ENSG00000007174	XP_006721530
ENSG00000007202	NP_055495
ENSG00000007202	XP_005258130
ENSG00000007202	XP_006722261
ENSG00000007216	NP_001139447
ENSG00000007216	NP_003975
ENSG00000007216	XP_006722228
ENSG00000007237	NP_001124303
ENSG00000007237	NP_003635
ENSG00000007237	NP_958836
ENSG00000007237	NP_958839
ENSG00000007237	XP_005256888
ENSG00000007237	XP_005256889
ENSG00000007237	XP_005256890
ENSG00000007237	XP_005256891
ENSG00000007237	XP_005256892
ENSG00000007255	NP_001257820
ENSG00000007255	NP_001257821
ENSG00000007255	NP_001257822
ENSG00000007255	NP_077013
ENSG00000007264	NP_002369
ENSG00000007264	NP_647611
ENSG00000007264	NP_647612
ENSG00000007306	NP_001278414
ENSG00000007306	NP_008821
ENSG00000007306	XP_005258487
ENSG00000007312	NP_000617
ENSG00000007312	NP_001035022
ENSG00000007312	NP_067613
ENSG00000007312	XP_005257915
ENSG00000007314	NP_000325
ENSG00000007314	XP_005257623
ENSG00000007341	NP_060214
ENSG00000007341	NP_620055
ENSG00000007341	NP_620056
ENSG00000007341	NP_620057
ENSG00000007341	XP_005271020
ENSG00000007341	XP_005271021
ENSG00000007341	XP_005271023
ENSG00000007341	XP_005271027
ENSG00000007341	XP_006710772
ENSG00000007350	NP_001139405
ENSG00000007350	NP_001139406
ENSG00000007350	NP_036385
ENSG00000007372	NP_000271
ENSG00000007372	NP_001121084
ENSG00000007372	NP_001245391
ENSG00000007372	NP_001245392
ENSG00000007372	NP_001245393
ENSG00000007372	NP_001245394
ENSG00000007372	NP_001595
ENSG00000007372	XP_005253011
ENSG00000007372	XP_005253012
ENSG00000007372	XP_005253013
ENSG00000007372	XP_005253014
ENSG00000007372	XP_005253015
ENSG00000007372	XP_006718307
ENSG00000007376	NP_478072
ENSG00000007384	NP_071895
ENSG00000007384	XP_005255551
ENSG00000007384	XP_005255555
ENSG00000007384	XP_006720981
ENSG00000007384	XP_006720982
ENSG00000007384	XP_006720983
ENSG00000007384	XP_006720984
ENSG00000007392	NP_060502
ENSG00000007392	NP_958815
ENSG00000007392	XP_005255483
ENSG00000007392	XP_005255484
ENSG00000007392	XP_005255485
ENSG00000007392	XP_005255486
ENSG00000007392	XP_006720966
ENSG00000007392	XP_006720967
ENSG00000007402	NP_001005505
ENSG00000007402	NP_001167522
ENSG00000007402	NP_001278030
ENSG00000007402	NP_006021
ENSG00000007402	XP_005265638
ENSG00000007516	NP_001186025
ENSG00000007516	NP_001186026
ENSG00000007516	NP_001186027
ENSG00000007516	NP_001186028
ENSG00000007516	NP_001273393
ENSG00000007516	NP_003924
ENSG00000007520	NP_001001410
ENSG00000007541	NP_004195
ENSG00000007541	NP_683721
ENSG00000007545	NP_065876
ENSG00000007866	NP_003205
ENSG00000007908	NP_000441
ENSG00000007923	NP_060668
ENSG00000007933	NP_001002294
ENSG00000007933	NP_008825
ENSG00000007933	XP_005245101
ENSG00000007944	NP_037394
ENSG00000007944	XP_005249090
ENSG00000007952	NP_001258744
ENSG00000007952	NP_008983
ENSG00000007952	NP_039249
ENSG00000007968	NP_004082
ENSG00000007968	XP_005245805
ENSG00000007968	XP_005245806
ENSG00000008018	NP_002784
ENSG00000008056	NP_008881
ENSG00000008056	NP_598006
ENSG00000008083	NP_001253969
ENSG00000008083	NP_004964
ENSG00000008083	XP_005249146
ENSG00000008086	NP_001032420
ENSG00000008086	NP_003150
ENSG00000008086	XP_006724574
ENSG00000008118	NP_065172
ENSG00000008128	NP_076916
ENSG00000008128	NP_277071
ENSG00000008128	XP_006711128
ENSG00000008128	XP_006711133
ENSG00000008130	NP_001185922
ENSG00000008130	NP_001185923
ENSG00000008130	NP_001185924
ENSG00000008130	NP_075394
ENSG00000008130	XP_005244835
ENSG00000008130	XP_006710900
ENSG00000008130	XP_006710901
ENSG00000008196	NP_003212
ENSG00000008196	XP_006715239
ENSG00000008196	XP_006715240
ENSG00000008196	XP_006715241
ENSG00000008197	NP_758438
ENSG00000008226	NP_031361
ENSG00000008226	NP_031363
ENSG00000008226	XP_005265687
ENSG00000008226	XP_005265688
ENSG00000008226	XP_006713501
ENSG00000008226	XP_006713502
ENSG00000008226	XP_006713503
ENSG00000008226	XP_006713504
ENSG00000008256	NP_004218
ENSG00000008277	NP_004185
ENSG00000008277	NP_057435
ENSG00000008277	NP_068367
ENSG00000008277	NP_068368
ENSG00000008277	NP_068369
ENSG00000008277	XP_005250502
ENSG00000008277	XP_006716091
ENSG00000008277	XP_006716092
ENSG00000008282	NP_006745
ENSG00000008282	NP_874384
ENSG00000008282	XP_006716162
ENSG00000008283	NP_001017916
ENSG00000008283	NP_001017917
ENSG00000008283	NP_001906
ENSG00000008283	XP_005257147
ENSG00000008283	XP_005257148
ENSG00000008283	XP_005257149
ENSG00000008283	XP_006721790
ENSG00000008294	NP_001123999
ENSG00000008294	NP_001124000
ENSG00000008294	NP_001238900
ENSG00000008294	NP_003962
ENSG00000008294	XP_005257824
ENSG00000008294	XP_005257825
ENSG00000008294	XP_005257826
ENSG00000008294	XP_005257827
ENSG00000008294	XP_005257828
ENSG00000008294	XP_005257829
ENSG00000008294	XP_005257830
ENSG00000008294	XP_005257831
ENSG00000008294	XP_006722226
ENSG00000008300	NP_001398
ENSG00000008311	NP_005754
ENSG00000008323	NP_001138328
ENSG00000008323	NP_001138329
ENSG00000008323	NP_060643
ENSG00000008323	XP_005253761
ENSG00000008323	XP_005253762
ENSG00000008323	XP_005253763
ENSG00000008323	XP_006719048
ENSG00000008324	NP_057389
ENSG00000008382	NP_001153318
ENSG00000008382	NP_001287791
ENSG00000008382	NP_116257
ENSG00000008382	XP_006722989
ENSG00000008394	NP_001247440
ENSG00000008394	NP_001247441
ENSG00000008394	NP_001254527
ENSG00000008394	NP_064696
ENSG00000008394	NP_665707
ENSG00000008394	NP_665734
ENSG00000008394	NP_665735
ENSG00000008394	XP_006719143
ENSG00000008405	NP_004066
ENSG00000008438	NP_005082
ENSG00000008441	NP_001257972
ENSG00000008441	NP_001257973
ENSG00000008441	NP_002492
ENSG00000008441	XP_005259974
ENSG00000008441	XP_005259975
ENSG00000008441	XP_005259976
ENSG00000008441	XP_005259977
ENSG00000008441	XP_006722823
ENSG00000008513	NP_003024
ENSG00000008513	NP_775479
ENSG00000008513	XP_005251080
ENSG00000008513	XP_005251081
ENSG00000008513	XP_005251082
ENSG00000008513	XP_006716680
ENSG00000008516	NP_071913
ENSG00000008517	NP_001012649
ENSG00000008517	NP_001012650
ENSG00000008517	NP_001012651
ENSG00000008517	NP_001012652
ENSG00000008517	NP_001012653
ENSG00000008517	NP_001012654
ENSG00000008517	NP_001012736
ENSG00000008517	NP_004212
