Ensembl ID	RFAM ID
ENSG00000199536	RF00026
ENSG00000199540	RF00019
ENSG00000199545	RF00001
ENSG00000199546	RF00019
ENSG00000199550	RF00019
ENSG00000199551	RF00026
ENSG00000199552	RF00092
ENSG00000199556	RF00001
ENSG00000199562	RF00026
ENSG00000199564	RF00001
ENSG00000199565	RF00019
ENSG00000199566	RF00264
ENSG00000199567	RF00019
ENSG00000199568	RF00020
ENSG00000199570	RF00026
ENSG00000199571	RF00414
ENSG00000199572	RF00001
ENSG00000199574	RF00093
ENSG00000199575	RF00181
ENSG00000199577	RF00026
ENSG00000199580	RF00019
ENSG00000199584	RF00019
ENSG00000199585	RF00001
ENSG00000199591	RF00019
ENSG00000199592	RF00001
ENSG00000199593	RF00181
ENSG00000199594	RF00026
ENSG00000199595	RF00019
ENSG00000199598	RF00026
ENSG00000199601	RF00026
ENSG00000199603	RF00026
ENSG00000199605	RF00019
ENSG00000199609	RF00001
ENSG00000199620	RF00001
ENSG00000199622	RF00100
ENSG00000199626	RF00026
ENSG00000199627	RF00026
ENSG00000199629	RF00003
ENSG00000199630	RF00019
ENSG00000199631	RF00133
ENSG00000199633	RF00092
ENSG00000199634	RF00015
ENSG00000199635	RF00019
ENSG00000199636	RF00019
ENSG00000199638	RF00001
ENSG00000199640	RF00100
ENSG00000199643	RF00015
ENSG00000199645	RF00026
ENSG00000199646	RF00026
ENSG00000199652	RF00003
ENSG00000199664	RF00026
ENSG00000199666	RF00012
ENSG00000199667	RF00019
ENSG00000199668	RF00019
ENSG00000199672	RF00015
ENSG00000199673	RF00138
ENSG00000199674	RF00026
ENSG00000199676	RF00019
ENSG00000199677	RF00019
ENSG00000199683	RF00100
ENSG00000199687	RF00003
ENSG00000199691	RF00100
ENSG00000199695	RF00026
ENSG00000199697	RF00026
ENSG00000199698	RF00019
ENSG00000199700	RF00026
ENSG00000199701	RF00019
ENSG00000199702	RF00026
ENSG00000199704	RF00105
ENSG00000199705	RF00019
ENSG00000199709	RF00015
ENSG00000199710	RF00019
ENSG00000199711	RF00019
ENSG00000199712	RF00105
ENSG00000199713	RF00096
ENSG00000199715	RF00019
ENSG00000199716	RF00019
ENSG00000199719	RF00100
ENSG00000199727	RF00012
ENSG00000199728	RF00026
ENSG00000199730	RF00100
ENSG00000199731	RF00026
ENSG00000199732	RF00019
ENSG00000199733	RF00001
ENSG00000199735	RF00026
ENSG00000199739	RF00026
ENSG00000199740	RF00019
ENSG00000199744	RF00049
ENSG00000199751	RF00019
ENSG00000199753	RF00289
ENSG00000199755	RF00019
ENSG00000199756	RF00019
ENSG00000199762	RF00019
ENSG00000199764	RF00019
ENSG00000199765	RF00026
ENSG00000199767	RF00026
ENSG00000199771	RF00001
ENSG00000199773	RF00003
ENSG00000199780	RF00019
ENSG00000199781	RF00019
ENSG00000199782	RF00105
ENSG00000199783	RF00275
ENSG00000199784	RF00026
ENSG00000199785	RF00419
ENSG00000199786	RF00001
ENSG00000199787	RF00406
ENSG00000199788	RF00019
ENSG00000199790	RF00026
ENSG00000199791	RF00026
ENSG00000199792	RF00026
ENSG00000199796	RF00026
ENSG00000199797	RF00019
ENSG00000199798	RF00181
ENSG00000199801	RF00019
ENSG00000199803	RF00026
ENSG00000199804	RF00001
ENSG00000199805	RF00003
ENSG00000199806	RF00001
ENSG00000199809	RF00001
ENSG00000199812	RF00026
ENSG00000199814	RF00026
ENSG00000199815	RF00560
ENSG00000199824	RF00026
ENSG00000199827	RF00026
ENSG00000199831	RF00100
ENSG00000199832	RF00019
ENSG00000199833	RF00105
ENSG00000199836	RF00003
ENSG00000199837	RF00001
ENSG00000199839	RF00001
ENSG00000199840	RF00019
ENSG00000199843	RF00001
ENSG00000199845	RF00001
ENSG00000199846	RF00003
ENSG00000199849	RF00020
ENSG00000199851	RF00012
ENSG00000199855	RF00026
ENSG00000199856	RF00012
ENSG00000199857	RF00278
ENSG00000199858	RF00026
ENSG00000199859	RF00026
ENSG00000199862	RF00019
ENSG00000199865	RF00026
ENSG00000199866	RF00019
ENSG00000199867	RF00019
ENSG00000199870	RF00019
ENSG00000199872	RF00026
ENSG00000199874	RF00001
ENSG00000199875	RF00019
ENSG00000199878	RF00100
ENSG00000199879	RF00003
ENSG00000199880	RF00026
ENSG00000199881	RF00019
ENSG00000199883	RF00100
ENSG00000199884	RF00019
ENSG00000199885	RF00026
ENSG00000199886	RF00026
ENSG00000199890	RF00019
ENSG00000199892	RF00003
ENSG00000199894	RF00494
ENSG00000199895	RF00019
ENSG00000199899	RF00019
ENSG00000199900	RF00001
ENSG00000199901	RF00019
ENSG00000199903	RF00026
ENSG00000199905	RF00026
ENSG00000199906	RF00020
ENSG00000199910	RF00001
ENSG00000199911	RF00019
ENSG00000199912	RF00019
ENSG00000199913	RF00019
ENSG00000199914	RF00181
ENSG00000199920	RF00015
ENSG00000199921	RF00026
ENSG00000199924	RF00026
ENSG00000199927	RF01848
ENSG00000199929	RF00001
ENSG00000199932	RF00003
ENSG00000199933	RF00019
ENSG00000199934	RF00136
ENSG00000199936	RF00019
ENSG00000199938	RF00019
ENSG00000199940	RF00100
ENSG00000199942	RF00181
ENSG00000199944	RF00026
ENSG00000199949	RF00019
ENSG00000199953	RF00001
ENSG00000199959	RF00410
ENSG00000199960	RF00105
ENSG00000199961	RF00213
ENSG00000199962	RF00019
ENSG00000199963	RF00026
ENSG00000199964	RF00019
ENSG00000199968	RF00105
ENSG00000199970	RF00105
ENSG00000199971	RF00026
ENSG00000199975	RF00100
ENSG00000199977	RF00045
ENSG00000199979	RF00019
ENSG00000199985	RF00001
ENSG00000199986	RF00026
ENSG00000199990	RF00006
ENSG00000199994	RF00001
ENSG00000200003	RF00026
ENSG00000200008	RF00019
ENSG00000200011	RF00019
ENSG00000200013	RF00026
ENSG00000200021	RF00001
ENSG00000200024	RF00019
ENSG00000200026	RF00096
ENSG00000200028	RF00001
ENSG00000200029	RF00026
ENSG00000200033	RF00026
ENSG00000200034	RF00015
ENSG00000200036	RF00001
ENSG00000200037	RF00001
ENSG00000200040	RF00019
ENSG00000200041	RF00019
ENSG00000200047	RF00100
ENSG00000200048	RF00026
ENSG00000200049	RF00019
ENSG00000200051	RF00279
ENSG00000200052	RF00019
ENSG00000200057	RF00100
ENSG00000200058	RF00001
ENSG00000200059	RF00019
ENSG00000200060	RF00019
ENSG00000200062	RF00015
ENSG00000200063	RF00415
ENSG00000200064	RF00019
ENSG00000200065	RF00019
ENSG00000200070	RF00015
ENSG00000200072	RF00287
ENSG00000200075	RF00402
ENSG00000200079	RF00001
ENSG00000200084	RF00324
ENSG00000200085	RF00019
ENSG00000200086	RF00026
ENSG00000200087	RF00045
ENSG00000200089	RF00181
ENSG00000200090	RF00019
ENSG00000200091	RF00100
ENSG00000200095	RF00026
ENSG00000200097	RF00026
ENSG00000200101	RF00026
ENSG00000200102	RF00026
ENSG00000200105	RF00026
ENSG00000200106	RF00026
ENSG00000200107	RF00026
ENSG00000200108	RF00026
ENSG00000200112	RF00275
ENSG00000200113	RF00432
ENSG00000200114	RF00001
ENSG00000200118	RF00019
ENSG00000200120	RF00019
ENSG00000200121	RF00019
ENSG00000200130	RF00092
ENSG00000200131	RF00100
ENSG00000200132	RF00026
ENSG00000200135	RF00019
ENSG00000200138	RF00019
ENSG00000200139	RF00026
ENSG00000200142	RF00019
ENSG00000200146	RF00026
ENSG00000200150	RF00181
ENSG00000200151	RF00100
ENSG00000200152	RF00026
ENSG00000200153	RF00026
ENSG00000200156	RF00020
ENSG00000200161	RF00100
ENSG00000200162	RF00019
ENSG00000200163	RF00105
ENSG00000200164	RF00019
ENSG00000200168	RF00001
ENSG00000200169	RF00020
ENSG00000200170	RF00019
ENSG00000200171	RF00019
ENSG00000200174	RF00019
ENSG00000200175	RF00026
ENSG00000200176	RF00003
ENSG00000200179	RF00019
ENSG00000200183	RF00026
ENSG00000200184	RF00003
ENSG00000200189	RF00026
ENSG00000200191	RF00096
ENSG00000200197	RF00003
ENSG00000200198	RF00100
ENSG00000200201	RF00019
ENSG00000200204	RF00003
ENSG00000200206	RF00284
ENSG00000200208	RF00019
ENSG00000200209	RF00019
ENSG00000200211	RF00019
ENSG00000200213	RF00026
ENSG00000200215	RF00181
ENSG00000200216	RF00026
ENSG00000200217	RF00026
ENSG00000200218	RF00026
ENSG00000200220	RF00026
ENSG00000200222	RF00012
ENSG00000200224	RF00026
ENSG00000200225	RF00001
ENSG00000200227	RF00001
ENSG00000200231	RF00003
ENSG00000200235	RF00443
ENSG00000200237	RF00156
ENSG00000200238	RF00001
ENSG00000200241	RF00019
ENSG00000200243	RF00100
ENSG00000200246	RF00001
ENSG00000200247	RF00026
ENSG00000200248	RF00001
ENSG00000200250	RF00026
ENSG00000200252	RF00019
ENSG00000200253	RF00026
ENSG00000200254	RF00026
ENSG00000200256	RF00019
ENSG00000200257	RF00026
ENSG00000200259	RF00211
ENSG00000200261	RF00019
ENSG00000200262	RF00019
ENSG00000200267	RF00026
ENSG00000200269	RF00026
ENSG00000200274	RF00015
ENSG00000200275	RF00001
ENSG00000200278	RF00001
ENSG00000200279	RF00181
ENSG00000200281	RF00026
ENSG00000200283	RF00019
ENSG00000200287	RF00019
ENSG00000200288	RF00425
ENSG00000200291	RF00019
ENSG00000200293	RF00001
ENSG00000200294	RF00340
ENSG00000200295	RF00026
ENSG00000200296	RF00003
ENSG00000200298	RF00019
ENSG00000200301	RF00001
ENSG00000200303	RF00026
ENSG00000200304	RF00026
ENSG00000200305	RF00019
ENSG00000200309	RF00019
ENSG00000200310	RF00001
ENSG00000200312	RF00100
ENSG00000200313	RF00002
ENSG00000200314	RF00019
ENSG00000200318	RF00012
ENSG00000200320	RF00092
ENSG00000200325	RF00019
ENSG00000200326	RF00001
ENSG00000200327	RF00001
ENSG00000200331	RF00026
ENSG00000200332	RF00019
ENSG00000200334	RF00019
ENSG00000200336	RF00001
ENSG00000200338	RF00003
ENSG00000200340	RF00003
ENSG00000200343	RF00001
ENSG00000200344	RF00019
ENSG00000200345	RF00026
ENSG00000200347	RF00026
ENSG00000200350	RF00026
ENSG00000200351	RF00019
ENSG00000200354	RF00056
ENSG00000200355	RF00139
ENSG00000200356	RF00026
ENSG00000200360	RF00026
ENSG00000200361	RF00019
ENSG00000200366	RF00026
ENSG00000200367	RF00181
ENSG00000200369	RF00026
ENSG00000200370	RF00001
ENSG00000200372	RF00020
ENSG00000200376	RF00020
ENSG00000200377	RF00275
ENSG00000200378	RF00020
ENSG00000200379	RF00100
ENSG00000200381	RF00001
ENSG00000200385	RF00406
ENSG00000200388	RF00026
ENSG00000200389	RF00026
ENSG00000200390	RF00019
ENSG00000200391	RF00019
ENSG00000200393	RF00026
ENSG00000200394	RF00428
ENSG00000200397	RF00019
ENSG00000200398	RF00105
ENSG00000200403	RF00026
ENSG00000200406	RF00181
ENSG00000200407	RF00026
ENSG00000200408	RF00001
ENSG00000200411	RF00001
ENSG00000200413	RF00181
ENSG00000200418	RF00092
ENSG00000200419	RF00019
ENSG00000200421	RF00019
ENSG00000200422	RF00279
ENSG00000200424	RF00026
ENSG00000200427	RF00019
ENSG00000200428	RF00019
ENSG00000200431	RF00015
ENSG00000200432	RF00019
ENSG00000200434	RF00002
ENSG00000200436	RF00019
ENSG00000200437	RF00026
ENSG00000200443	RF00026
ENSG00000200444	RF00026
ENSG00000200446	RF00026
ENSG00000200448	RF00019
ENSG00000200455	RF00026
ENSG00000200456	RF00026
ENSG00000200462	RF00026
ENSG00000200463	RF00096
ENSG00000200468	RF00001
ENSG00000200469	RF00026
ENSG00000200471	RF00026
ENSG00000200472	RF00100
ENSG00000200473	RF00001
ENSG00000200475	RF00100
ENSG00000200478	RF00105
ENSG00000200480	RF00181
ENSG00000200483	RF00026
ENSG00000200484	RF00026
ENSG00000200485	RF00019
ENSG00000200486	RF00105
ENSG00000200487	RF00001
ENSG00000200488	RF00100
ENSG00000200492	RF00012
ENSG00000200494	RF00019
ENSG00000200495	RF00026
ENSG00000200496	RF00096
ENSG00000200502	RF00019
ENSG00000200503	RF00105
ENSG00000200506	RF00019
ENSG00000200508	RF00019
ENSG00000200516	RF00001
ENSG00000200520	RF00026
ENSG00000200521	RF00019
ENSG00000200522	RF00026
ENSG00000200525	RF00026
ENSG00000200526	RF00019
ENSG00000200527	RF00001
ENSG00000200528	RF00026
ENSG00000200530	RF00211
ENSG00000200534	RF00438
ENSG00000200536	RF00402
ENSG00000200537	RF00019
ENSG00000200538	RF00012
ENSG00000200544	RF00019
ENSG00000200545	RF00012
ENSG00000200547	RF00019
ENSG00000200550	RF00026
ENSG00000200552	RF00019
ENSG00000200553	RF00019
ENSG00000200554	RF00026
ENSG00000200555	RF00026
ENSG00000200556	RF00026
ENSG00000200558	RF00001
ENSG00000200560	RF00026
ENSG00000200563	RF00026
ENSG00000200564	RF00105
ENSG00000200566	RF00020
ENSG00000200570	RF00026
ENSG00000200571	RF00026
ENSG00000200572	RF00019
ENSG00000200575	RF00026
ENSG00000200579	RF00019
ENSG00000200587	RF00001
ENSG00000200591	RF00019
ENSG00000200593	RF00105
ENSG00000200594	RF00026
ENSG00000200597	RF00003
ENSG00000200600	RF00019
ENSG00000200601	RF00001
ENSG00000200605	RF00019
ENSG00000200608	RF00181
ENSG00000200610	RF00019
ENSG00000200612	RF00181
ENSG00000200613	RF00001
ENSG00000200615	RF00019
ENSG00000200616	RF00019
ENSG00000200619	RF00001
ENSG00000200620	RF00409
ENSG00000200622	RF00026
ENSG00000200623	RF00093
ENSG00000200624	RF00001
ENSG00000200626	RF00001
ENSG00000200629	RF00019
ENSG00000200630	RF00019
ENSG00000200632	RF00181
ENSG00000200635	RF00019
ENSG00000200636	RF00181
ENSG00000200637	RF00020
ENSG00000200638	RF00105
ENSG00000200645	RF00026
ENSG00000200646	RF00019
ENSG00000200648	RF00026
ENSG00000200649	RF00001
ENSG00000200650	RF00001
ENSG00000200651	RF00019
ENSG00000200652	RF00402
ENSG00000200653	RF00015
ENSG00000200656	RF00392
ENSG00000200661	RF00108
ENSG00000200664	RF00019
ENSG00000200665	RF00026
ENSG00000200670	RF00026
ENSG00000200673	RF00100
ENSG00000200674	RF00100
ENSG00000200677	RF00093
ENSG00000200680	RF00105
ENSG00000200681	RF00026
ENSG00000200683	RF00026
ENSG00000200685	RF00019
ENSG00000200686	RF00019
ENSG00000200687	RF00001
ENSG00000200688	RF00019
ENSG00000200693	RF00012
ENSG00000200701	RF00026
ENSG00000200702	RF00019
ENSG00000200703	RF00026
ENSG00000200706	RF00279
ENSG00000200708	RF00100
ENSG00000200709	RF00001
ENSG00000200711	RF00001
ENSG00000200713	RF00026
ENSG00000200714	RF00019
ENSG00000200718	RF00100
ENSG00000200719	RF00001
ENSG00000200720	RF00026
ENSG00000200726	RF00105
ENSG00000200728	RF00026
ENSG00000200731	RF00003
ENSG00000200732	RF00026
ENSG00000200733	RF00212
ENSG00000200737	RF00019
ENSG00000200738	RF00001
ENSG00000200741	RF00001
ENSG00000200742	RF00019
ENSG00000200745	RF00003
ENSG00000200750	RF00019
ENSG00000200752	RF00019
ENSG00000200753	RF00275
ENSG00000200754	RF00019
ENSG00000200755	RF00001
ENSG00000200756	RF00026
ENSG00000200757	RF00105
ENSG00000200759	RF00026
ENSG00000200761	RF00100
ENSG00000200763	RF00026
ENSG00000200764	RF00019
ENSG00000200769	RF00019
ENSG00000200774	RF00026
ENSG00000200779	RF00026
ENSG00000200783	RF00100
ENSG00000200785	RF00377
ENSG00000200786	RF00001
ENSG00000200788	RF00019
ENSG00000200789	RF00003
ENSG00000200790	RF00026
ENSG00000200792	RF00406
ENSG00000200794	RF00100
ENSG00000200795	RF00015
ENSG00000200796	RF00026
ENSG00000200799	RF00026
ENSG00000200800	RF00003
ENSG00000200801	RF00105
ENSG00000200806	RF00001
ENSG00000200807	RF00003
ENSG00000200812	RF00105
ENSG00000200814	RF00026
ENSG00000200815	RF00026
ENSG00000200816	RF00428
ENSG00000200817	RF00026
ENSG00000200818	RF00026
ENSG00000200822	RF00019
ENSG00000200823	RF00181
ENSG00000200827	RF00026
ENSG00000200829	RF00019
ENSG00000200830	RF00100
ENSG00000200831	RF00049
ENSG00000200832	RF00181
ENSG00000200833	RF00019
ENSG00000200834	RF00019
ENSG00000200839	RF00001
ENSG00000200840	RF00026
ENSG00000200842	RF00019
ENSG00000200847	RF00019
ENSG00000200849	RF00019
ENSG00000200852	RF00001
ENSG00000200855	RF00019
ENSG00000200857	RF00019
ENSG00000200860	RF00019
ENSG00000200867	RF00100
ENSG00000200869	RF00026
ENSG00000200871	RF00026
ENSG00000200872	RF00001
ENSG00000200873	RF00001
ENSG00000200874	RF00019
ENSG00000200875	RF00026
ENSG00000200877	RF00026
ENSG00000200879	RF00016
ENSG00000200882	RF00026
ENSG00000200883	RF00019
ENSG00000200884	RF00019
ENSG00000200885	RF00003
ENSG00000200887	RF00026
ENSG00000200888	RF00019
ENSG00000200889	RF00015
ENSG00000200890	RF00001
ENSG00000200891	RF00284
ENSG00000200893	RF00026
ENSG00000200895	RF00100
ENSG00000200897	RF00284
ENSG00000200898	RF00026
ENSG00000200902	RF00026
ENSG00000200903	RF00003
ENSG00000200906	RF00026
ENSG00000200913	RF00218
ENSG00000200914	RF00001
ENSG00000200917	RF00026
ENSG00000200922	RF00019
ENSG00000200924	RF00026
ENSG00000200926	RF00026
ENSG00000200935	RF00026
ENSG00000200941	RF00026
ENSG00000200942	RF00026
ENSG00000200949	RF00105
ENSG00000200953	RF00019
ENSG00000200957	RF00026
ENSG00000200959	RF00090
ENSG00000200963	RF00026
ENSG00000200966	RF00100
ENSG00000200969	RF00189
ENSG00000200972	RF00020
ENSG00000200974	RF00015
ENSG00000200975	RF00003
ENSG00000200976	RF00019
ENSG00000200982	RF00019
ENSG00000200983	RF00334
ENSG00000200985	RF00001
ENSG00000200986	RF00026
ENSG00000200987	RF00105
ENSG00000200991	RF00402
ENSG00000200997	RF00003
ENSG00000200998	RF00019
ENSG00000200999	RF00284
ENSG00000201000	RF00001
ENSG00000201001	RF00026
ENSG00000201003	RF00418
ENSG00000201006	RF00019
ENSG00000201009	RF00218
ENSG00000201010	RF00100
ENSG00000201012	RF00019
ENSG00000201013	RF00019
ENSG00000201014	RF00001
ENSG00000201015	RF00026
ENSG00000201016	RF00026
ENSG00000201021	RF00026
ENSG00000201023	RF00019
ENSG00000201025	RF00284
ENSG00000201026	RF00019
ENSG00000201027	RF00100
ENSG00000201028	RF00026
ENSG00000201031	RF00019
ENSG00000201032	RF00026
ENSG00000201033	RF00003
ENSG00000201034	RF00019
ENSG00000201035	RF00001
ENSG00000201036	RF00181
ENSG00000201041	RF00001
ENSG00000201042	RF00428
ENSG00000201044	RF00026
ENSG00000201047	RF00019
ENSG00000201048	RF00019
ENSG00000201050	RF00026
ENSG00000201059	RF00001
ENSG00000201065	RF00026
ENSG00000201066	RF00100
ENSG00000201070	RF00015
ENSG00000201071	RF00019
ENSG00000201074	RF00019
ENSG00000201075	RF00019
ENSG00000201076	RF00015
ENSG00000201077	RF00026
ENSG00000201078	RF00100
ENSG00000201080	RF00026
ENSG00000201084	RF00019
ENSG00000201085	RF00026
ENSG00000201086	RF00001
ENSG00000201088	RF00019
ENSG00000201095	RF00026
ENSG00000201096	RF00001
ENSG00000201097	RF00026
ENSG00000201098	RF00019
ENSG00000201102	RF00019
ENSG00000201104	RF00026
ENSG00000201109	RF00001
ENSG00000201113	RF00026
ENSG00000201114	RF00019
ENSG00000201118	RF00019
ENSG00000201119	RF00003
ENSG00000201121	RF00019
ENSG00000201126	RF00026
ENSG00000201129	RF00418
ENSG00000201133	RF00394
ENSG00000201134	RF00019
ENSG00000201135	RF00026
ENSG00000201136	RF00026
ENSG00000201140	RF00100
ENSG00000201142	RF00003
ENSG00000201143	RF00105
ENSG00000201145	RF00001
ENSG00000201148	RF00001
ENSG00000201151	RF00275
ENSG00000201153	RF00026
ENSG00000201155	RF00003
ENSG00000201157	RF00091
ENSG00000201160	RF00019
ENSG00000201161	RF00100
ENSG00000201162	RF00026
ENSG00000201164	RF00015
ENSG00000201165	RF00026
ENSG00000201168	RF00001
ENSG00000201170	RF00003
ENSG00000201176	RF00026
ENSG00000201178	RF00019
ENSG00000201179	RF00026
ENSG00000201180	RF00026
ENSG00000201182	RF00026
ENSG00000201183	RF00003
ENSG00000201184	RF00015
ENSG00000201185	RF00001
ENSG00000201186	RF00015
ENSG00000201196	RF00019
ENSG00000201198	RF00026
ENSG00000201201	RF00100
ENSG00000201204	RF00019
ENSG00000201207	RF00019
ENSG00000201208	RF00019
ENSG00000201209	RF00150
ENSG00000201210	RF00001
ENSG00000201216	RF00019
ENSG00000201217	RF00019
ENSG00000201218	RF00019
ENSG00000201221	RF00015
ENSG00000201223	RF00026
ENSG00000201227	RF00002
ENSG00000201228	RF00019
ENSG00000201229	RF00092
ENSG00000201231	RF00015
ENSG00000201239	RF00019
ENSG00000201240	RF00181
ENSG00000201241	RF00026
ENSG00000201242	RF00019
ENSG00000201243	RF00026
ENSG00000201245	RF00402
ENSG00000201247	RF00181
ENSG00000201253	RF00015
ENSG00000201255	RF00026
ENSG00000201260	RF00026
ENSG00000201263	RF00181
ENSG00000201264	RF00071
ENSG00000201270	RF00026
ENSG00000201271	RF00003
ENSG00000201273	RF00026
ENSG00000201274	RF00001
ENSG00000201277	RF00019
ENSG00000201279	RF00019
ENSG00000201282	RF00019
ENSG00000201285	RF00001
ENSG00000201287	RF00100
ENSG00000201288	RF00026
ENSG00000201289	RF00100
ENSG00000201291	RF00003
ENSG00000201292	RF00026
ENSG00000201294	RF00026
ENSG00000201296	RF00015
ENSG00000201297	RF00019
ENSG00000201298	RF00026
ENSG00000201300	RF00105
ENSG00000201301	RF00001
ENSG00000201302	RF00302
ENSG00000201308	RF00026
ENSG00000201309	RF00019
ENSG00000201311	RF00019
ENSG00000201312	RF00001
ENSG00000201314	RF00019
ENSG00000201315	RF00100
ENSG00000201316	RF00409
ENSG00000201317	RF00015
ENSG00000201318	RF00181
ENSG00000201321	RF00001
ENSG00000201324	RF00026
ENSG00000201325	RF00001
ENSG00000201326	RF00105
ENSG00000201329	RF00012
ENSG00000201330	RF00133
ENSG00000201331	RF00105
ENSG00000201339	RF00019
ENSG00000201340	RF00019
ENSG00000201341	RF00026
ENSG00000201342	RF00015
ENSG00000201343	RF00019
ENSG00000201346	RF00012
ENSG00000201347	RF00001
ENSG00000201348	RF00045
ENSG00000201351	RF00019
ENSG00000201354	RF00019
ENSG00000201355	RF00001
ENSG00000201356	RF00001
ENSG00000201358	RF00100
ENSG00000201361	RF00001
ENSG00000201363	RF00019
ENSG00000201364	RF00100
ENSG00000201365	RF00019
ENSG00000201367	RF00026
ENSG00000201368	RF00012
ENSG00000201370	RF00019
ENSG00000201371	RF00019
ENSG00000201372	RF00026
ENSG00000201376	RF00156
ENSG00000201377	RF00019
ENSG00000201379	RF00015
ENSG00000201382	RF00026
ENSG00000201384	RF00421
ENSG00000201386	RF00026
ENSG00000201388	RF00263
ENSG00000201390	RF00026
ENSG00000201392	RF00026
ENSG00000201393	RF00056
ENSG00000201394	RF00001
ENSG00000201395	RF00100
ENSG00000201398	RF00096
ENSG00000201403	RF00016
ENSG00000201405	RF00019
ENSG00000201407	RF00263
ENSG00000201410	RF00342
ENSG00000201412	RF00019
ENSG00000201413	RF00001
ENSG00000201415	RF00001
ENSG00000201420	RF00001
ENSG00000201421	RF00019
ENSG00000201423	RF00100
